Security,Block,Prev_Quality,New_Quality,Quality_Loss,Future_Return,Event_Type,Quality_Jump,Forward_Window
CNER,13,631.47375,67.055466,564.4183,-70.0,DROP,,250
CNER,27,629.88794,545.3434,84.544556,206.66666,DROP,,250
CNER,29,1420.0431,612.71716,807.3259,-29.268297,DROP,,250
CNER,30,612.71716,202.76729,409.9499,-40.54054,DROP,,250
CNER,31,202.76729,85.308464,117.458824,-64.58333,DROP,,250
CNER,33,26750.895,-0.2247971,26751.12,133.33334,DROP,,250
CNXS,4,332.4674,-24.444698,356.9121,59.0909,DROP,,250
CNXS,9,718.63873,60.547615,658.0911,-92.85715,DROP,,250
CNXS,11,187.28523,31.239311,156.04593,-50.0,DROP,,250
CNXS,22,199.22873,-0.043716848,199.27245,0.0,DROP,,250
CNXS,29,5685.27,1194.5625,4490.7075,-66.66667,DROP,,250
CNXS,30,1194.5625,194.47404,1000.08844,0.0,DROP,,250
CNXS,31,194.47404,95.531624,98.94242,-50.0,DROP,,250
CNXS,32,95.531624,-70.871605,166.40323,-50.0,DROP,,250
COBJF,4,390.83044,330.68277,60.147675,-51.47158,DROP,,250
COBJF,5,330.68277,-33.708847,364.3916,-0.0021964414,DROP,,250
COBJF,14,200.46667,18.596481,181.8702,114.28572,DROP,,250
COBJF,19,1343.2784,613.8816,729.39685,10.0,DROP,,250
COBJF,21,1175021.9,616.5914,1174405.2,26.666658,DROP,,250
COBJF,22,616.5914,-36.46691,653.0583,12.0,DROP,,250
COBJF,25,342.68768,306.8725,35.815186,-47.36842,DROP,,250
COBJF,26,306.8725,73.557846,233.31465,-22.368423,DROP,,250
COBJF,28,149.81714,-36.948746,186.76588,-36.66667,DROP,,250
COPAF,9,645.6691,512.9171,132.75201,-21.546957,DROP,,250
COPAF,11,860.85657,103.409035,757.4475,-69.87952,DROP,,250
COPAF,13,211.64644,183.02963,28.616806,-85.71428,DROP,,250
COPAF,14,183.02963,11.893612,171.13602,-50.704227,DROP,,250
COPAF,31,20922.418,557.1621,20365.256,-53.871346,DROP,,250
COPAF,32,557.1621,68.77982,488.3823,-59.242226,DROP,,250
CUBT,3,558.75665,292.08652,266.67014,100.0,DROP,,250
CUBT,4,292.08652,94.472275,197.61424,0.0,DROP,,250
CUBT,6,174.71187,-48.3307,223.04257,400.00006,DROP,,250
CUBT,13,110.21464,23.939137,86.2755,-96.66667,DROP,,250
CUBT,23,3604.3982,1593.375,2011.0232,1398.3334,DROP,,250
CUBT,24,1593.375,530.6133,1062.7617,986.02155,DROP,,250
CUBT,26,805.51373,114.44561,691.0681,757.69226,DROP,,250
CUBT,30,1025.2069,544.54504,480.66187,-69.69697,DROP,,250
CUBT,31,544.54504,72.67074,471.8743,-75.87444,DROP,,250
CVNZF,3,383.2705,83.98407,299.28644,-20.322578,DROP,,250
CVNZF,6,191.26045,133.83337,57.42708,-50.133343,DROP,,250
CVNZF,7,133.83337,26.008791,107.824585,-12.852667,DROP,,250
CVNZF,14,383.97104,97.80186,286.1692,-63.105183,DROP,,250
CVNZF,16,180.39983,-35.418274,215.8181,-59.803932,DROP,,250
CVNZF,29,1839.9711,999.95215,840.0189,-6.3829727,DROP,,250
CVNZF,31,1272.3246,960.79364,311.53094,-24.68085,DROP,,250
CVNZF,32,960.79364,284.96356,675.8301,-24.50593,DROP,,250
CVNZF,33,284.96356,146.02779,138.93578,-13.574664,DROP,,250
CVNZF,34,146.02779,16.573666,129.45412,-17.727276,DROP,,250
CWNOF,5,262.21576,226.25578,35.959976,-25.0,DROP,,250
CWNOF,6,226.25578,3.292205,222.96358,-25.0,DROP,,250
CWNOF,8,154.24362,0.9561695,153.28745,-25.0,DROP,,250
CWNOF,29,1258.7341,1030.4017,228.3324,650.00006,DROP,,250
CWNOF,31,20922.418,2800.567,18121.852,27.084986,DROP,,250
CWNOF,32,2800.567,611.2178,2189.349,-46.66667,DROP,,250
CWNOF,33,611.2178,16.310644,594.9071,-75.0,DROP,,250
CWNOF,36,110.55247,-44.60093,155.1534,-90.625,DROP,,250
DMTRF,12,548.9318,57.805943,491.1259,-27.851099,DROP,,250
DMTRF,15,345.0081,52.703175,292.3049,-21.17117,DROP,,250
DMTRF,20,151.84119,106.24722,45.593964,-30.85714,DROP,,250
DMTRF,21,106.24722,46.430256,59.816967,-16.666668,DROP,,250
DMTRF,28,196.9769,-35.745953,232.72285,77.90262,DROP,,250
DMTRF,32,288.42554,-38.96969,327.39523,14.399997,DROP,,250
DMTRF,34,147.42499,68.371796,79.05319,-59.090908,DROP,,250
DRXGF,7,256.19174,97.99412,158.19763,-22.912209,DROP,,250
DRXGF,8,97.99412,-28.496725,126.490845,-26.229507,DROP,,250
DRXGF,13,89.670685,-29.414043,119.08473,49.206337,DROP,,250
DRXGF,28,313.54816,182.57422,130.97394,50.370365,DROP,,250
DRXGF,29,182.57422,139.98537,42.588852,64.77876,DROP,,250
DRXGF,30,139.98537,80.74022,59.245148,54.15929,DROP,,250
DRXGF,33,1867.4545,111.75702,1755.6975,-3.940883,DROP,,250
DRXGF,34,111.75702,74.41301,37.34401,-16.0043,DROP,,250
DRXGF,37,164.91893,-8.000433,172.91936,-25.761423,DROP,,250
EHTH,8,153.86246,-25.847458,179.70992,38.33478,DROP,,250
EHTH,10,681.9588,472.39905,209.55975,41.080467,DROP,,250
EHTH,11,472.39905,56.480537,415.91852,24.39432,DROP,,250
EHTH,20,111.654465,59.46777,52.186695,-31.20398,DROP,,250
EHTH,22,234.90392,34.47414,200.42978,-24.971333,DROP,,250
EHTH,26,612.5517,-39.490154,652.0419,-46.861526,DROP,,250
ENZ,4,390.83044,53.955307,336.87512,47.642273,DROP,,250
ENZ,6,177.98384,133.83337,44.150467,60.457516,DROP,,250
ENZ,7,133.83337,64.143364,69.69001,14.145655,DROP,,250
ENZ,9,115.794624,50.81728,64.97734,-27.973568,DROP,,250
ENZ,13,209.67865,-29.695425,239.37407,-56.90936,DROP,,250
ENZ,30,1025.2069,87.341774,937.8651,-27.639755,DROP,,250
EVOA,8,758.0523,14.78528,743.267,-85.0,DROP,,250
EVOA,18,482531.9,218.85397,482313.06,296.66666,DROP,,250
EVOA,19,218.85397,111.654465,107.19951,425.0,DROP,,250
EVOA,20,111.654465,51.74129,59.913174,350.005,DROP,,250
EVOA,24,356.457,317.02136,39.43564,-18.571428,DROP,,250
EVOA,26,2520.9263,134.10596,2386.8203,-60.9375,DROP,,250
EVOA,28,196.9769,-41.18325,238.16016,-60.227276,DROP,,250
FCAFF,8,194.59073,130.98692,63.603806,-4.090267,DROP,,250
FCAFF,11,1150.5575,28.66579,1121.8917,6.96818,DROP,,250
FCAFF,14,1494.5632,11.893612,1482.6697,3.1746001,DROP,,250
FCAFF,18,240.77995,-2.3769038,243.15686,2.284088,DROP,,250
FCAFF,22,243.17802,33.89178,209.28624,-27.045113,DROP,,250
FCAFF,25,95.15332,84.108284,11.045036,-8.3985,DROP,,250
FCAFF,31,96.625175,84.85318,11.771996,-25.305748,DROP,,250
FCAFF,36,569.07733,-39.517773,608.5951,-10.993412,DROP,,250
FEERF,10,183.52002,162.18115,21.338867,1.0695128,DROP,,250
FEERF,11,162.18115,47.52998,114.65117,72.60274,DROP,,250
FEERF,17,782.13696,282.31256,499.8244,30.480171,DROP,,250
FEERF,18,282.31256,276.14862,6.1639404,30.480171,DROP,,250
FEERF,19,276.14862,108.36187,167.78674,-75.73069,DROP,,250
FEERF,22,696.40015,179.6234,516.77673,-33.359997,DROP,,250
FEERF,23,179.6234,-40.82656,220.44995,-46.640003,DROP,,250
FPVTF,5,373.69144,226.25578,147.43565,200.00003,DROP,,250
FPVTF,7,272.91943,153.86246,119.05698,159.99998,DROP,,250
FPVTF,9,645.6691,512.9171,132.75201,-13.33334,DROP,,250
FPVTF,11,860.85657,59.82421,801.03235,-53.84615,DROP,,250
FPVTF,26,2520.9263,2262.109,258.81738,-20.000004,DROP,,250
FPVTF,27,2262.109,196.9769,2065.132,0.0,DROP,,250
FPVTF,28,196.9769,-29.515623,226.49252,-30.769226,DROP,,250
FRMB,11,440.64514,97.95037,342.69476,-38.46154,DROP,,250
FRMB,13,5735.149,350.63733,5384.5117,-46.15385,DROP,,250
FRMB,14,350.63733,-0.050863557,350.6882,-92.3077,DROP,,250
FRMB,22,1395.4773,141.76381,1253.7135,1885.0,DROP,,250
FRMB,24,1139.9034,-24.889402,1164.7928,40.32258,DROP,,250
FRMB,29,910.57544,-32.356037,942.93146,-95.4023,DROP,,250
FRMB,36,686.7617,9.72681e-09,686.7617,-50.0,DROP,,250
GHST,6,174.71187,-56.54669,231.25856,-33.333332,DROP,,250
GHST,14,183.02963,11.893612,171.13602,0.0,DROP,,250
GHST,19,3298174.5,2676668.5,621506.0,-50.0,DROP,,250
GHST,20,2676668.5,1172.4336,2675496.0,-71.428566,DROP,,250
GHST,21,1172.4336,243.17802,929.25555,-33.333332,DROP,,250
GHST,22,243.17802,-14.482436,257.66046,199.99997,DROP,,250
GHST,27,2090.6812,101.551926,1989.1293,4066.6667,DROP,,250
GHST,29,1420.0431,903.82745,516.21564,3900.0005,DROP,,250
GHST,30,903.82745,79.7086,824.11884,1924.9998,DROP,,250
GHST,32,1211.6215,622.7533,588.86816,-33.600002,DROP,,250
GHST,33,622.7533,93.3665,529.3868,-67.741936,DROP,,250
GHST,35,290.34595,-53.946453,344.2924,-61.728394,DROP,,250
GLBR,6,168.57127,-23.890585,192.46185,-83.43949,DROP,,250
GLBR,26,2520.9263,675.8693,1845.0569,-99.83333,DROP,,250
GLBR,27,675.8693,46.432583,629.43677,-98.57143,DROP,,250
GLBR,36,426.13098,5.253192,420.87778,59.999992,DROP,,250
GLHD,3,254911.3,390.83044,254520.47,33.333336,DROP,,250
GLHD,4,390.83044,330.68277,60.147675,33.333336,DROP,,250
GLHD,6,997.03625,299.03214,698.00415,0.0,DROP,,250
GLHD,8,1480.093,43.979538,1436.1135,50.0,DROP,,250
GLHD,22,156.52452,13.067242,143.45728,-69.747894,DROP,,250
GLHD,29,1251.8187,126.803116,1125.0156,-87.2,DROP,,250
GLHD,31,138.32889,-29.44037,167.76926,0.0,DROP,,250
GVLMF,6,335.4937,270.1977,65.29602,0.0,DROP,,250
GVLMF,7,270.1977,4.962233,265.23547,-33.333336,DROP,,250
GVLMF,15,865.6169,264.67987,600.937,-66.66667,DROP,,250
GVLMF,16,264.67987,146.32994,118.34993,30.66667,DROP,,250
GVLMF,17,146.32994,-26.839174,173.16911,-80.0,DROP,,250
GVLMF,23,208.25218,6.2750673,201.97711,2100.0,DROP,,250
GVLMF,27,4305.68,655.5404,3650.1396,111.76472,DROP,,250
GVLMF,28,655.5404,619.8006,35.739807,104.54545,DROP,,250
GVLMF,29,619.8006,126.803116,492.9975,104.54545,DROP,,250
GVLMF,31,514.7215,432.287,82.43451,-11.111116,DROP,,250
GVLMF,32,432.287,63.224953,369.06204,-83.33333,DROP,,250
GVLMF,35,118.77642,-1.8176321,120.594055,-81.25,DROP,,250
ICNM,9,1189.5626,2.0217042,1187.5409,0.0,DROP,,250
ICNM,29,5685.27,1194.5625,4490.7075,133.33331,DROP,,250
ICNM,30,1194.5625,950.00977,244.55273,-19.999998,DROP,,250
ICNM,31,950.00977,95.531624,854.47815,79.99999,DROP,,250
ICNM,32,95.531624,4.6968217,90.8348,-9.090904,DROP,,250
ICNM,35,553.8888,19.32025,534.56854,-66.66667,DROP,,250
ICTEF,7,253.34686,181.83104,71.51582,0.0,DROP,,250
ICTEF,9,213.36247,119.49278,93.86969,0.0,DROP,,250
ICTEF,10,119.49278,0.0,119.49278,0.0,DROP,,250
ICTEF,20,895.91785,732.87286,163.04498,-26.274508,DROP,,250
ICTEF,21,732.87286,41.35861,691.5143,-2.7272701,DROP,,250
ICTEF,30,994.17865,0.0,994.17865,49.532707,DROP,,250
ICTEF,32,1211.6215,622.7533,588.86816,-10.416666,DROP,,250
ICTEF,33,622.7533,111.75702,510.99628,-17.995544,DROP,,250
ICTEF,35,220.54733,-9.790148,230.33748,14.062502,DROP,,250
INKW,13,110.21464,45.365036,64.8496,1895.0001,DROP,,250
INKW,17,5688.2197,282.31256,5405.907,-87.691154,DROP,,250
INKW,18,282.31256,276.14862,6.1639404,-89.97494,DROP,,250
INKW,19,276.14862,36.089874,240.05875,-63.503647,DROP,,250
INKW,29,5685.27,1194.5625,4490.7075,-59.935898,DROP,,250
INKW,30,1194.5625,194.47404,1000.08844,-77.36842,DROP,,250
INKW,31,194.47404,95.531624,98.94242,-29.824566,DROP,,250
INKW,32,95.531624,-67.86316,163.39478,-46.25,DROP,,250
ITOEF,3,89.1966,69.043625,20.152977,17.553194,DROP,,250
ITOEF,5,136.57372,94.01676,42.556953,1.9874433,DROP,,250
ITOEF,7,215.05089,96.3561,118.694786,18.181818,DROP,,250
ITOEF,8,96.3561,2.7725914,93.58351,25.429863,DROP,,250
ITOEF,11,371.2582,42.38153,328.87668,11.410258,DROP,,250
ITOEF,14,982.0735,598.9174,383.15607,13.035109,DROP,,250
ITOEF,16,1138.3618,56.098896,1082.263,3.5673168,DROP,,250
ITOEF,18,338.20328,309.31754,28.885742,4.255319,DROP,,250
ITOEF,19,309.31754,111.654465,197.66307,23.404255,DROP,,250
ITOEF,20,111.654465,51.74129,59.913174,29.347824,DROP,,250
ITOEF,24,812.8251,329.44577,483.3793,-5.172414,DROP,,250
ITOEF,26,2520.9263,121.204796,2399.7214,2.3697476,DROP,,250
ITOEF,28,1121.4342,910.57544,210.85876,2.3697476,DROP,,250
ITOEF,29,910.57544,-23.09576,933.6712,10.745455,DROP,,250
JSHG,10,325.37668,60.428154,264.94852,0.0,DROP,,250
JSHG,30,903.82745,79.7086,824.11884,-73.111115,DROP,,250
LMSQF,3,122.913795,49.400517,73.513275,127.79552,DROP,,250
LMSQF,5,942.5361,490.67072,451.86536,-44.57641,DROP,,250
LMSQF,6,490.67072,299.03214,191.63858,-51.050026,DROP,,250
LMSQF,7,299.03214,26.008791,273.02335,-13.466665,DROP,,250
LMSQF,28,850.0282,105.99439,744.0338,-22.583332,DROP,,250
LMSQF,30,262.99756,156.30244,106.695114,-25.617569,DROP,,250
LMSQF,31,156.30244,-6.837542,163.13998,-43.37138,DROP,,250
LMSQF,33,124.89611,-74.219505,199.11562,104.52099,DROP,,250
LPSN,7,299.03214,130.71498,168.31715,54.362423,DROP,,250
LPSN,8,130.71498,5.7998157,124.91517,120.71428,DROP,,250
LPSN,11,138.28735,53.14425,85.143105,49.463093,DROP,,250
LPSN,13,150.8154,13.994332,136.82106,85.048546,DROP,,250
LPSN,16,104.65757,79.853355,24.804214,78.35654,DROP,,250
LPSN,21,1175021.9,72.87011,1174949.0,46.072502,DROP,,250
LPSN,29,259.59738,6.232556,253.36482,-66.489456,DROP,,250
LQWC,4,3101.3945,224.6088,2876.7856,25.00001,DROP,,250
LQWC,5,224.6088,62.575542,162.03325,118.181816,DROP,,250
LQWC,10,174.4832,99.399704,75.083496,50.00001,DROP,,250
LQWC,12,5034.504,418.3166,4616.1875,-54.106277,DROP,,250
LQWC,13,418.3166,38.262417,380.05417,-24.999998,DROP,,250
LQWC,18,240.77995,23.802607,216.97734,-21.66667,DROP,,250
LQWC,26,252.82755,-28.43111,281.25867,-73.92863,DROP,,250
LXFR,6,3352.1821,111.2869,3240.8953,30.712791,DROP,,250
LXFR,7,111.2869,-4.228229,115.51513,44.029167,DROP,,250
LXFR,30,1143.0914,63.074585,1080.0168,-20.866531,DROP,,250
LYSFY,7,8337.451,50.09305,8287.358,-10.759417,DROP,,250
LYSFY,9,529.4257,-18.120281,547.546,672.2432,DROP,,250
LYSFY,16,277.90884,96.1978,181.71104,-22.843748,DROP,,250
LYSFY,17,96.1978,5.9059143,90.291885,-18.044168,DROP,,250
LYSFY,28,194.97435,106.48492,88.48943,25.599428,DROP,,250
LYSFY,30,183.43834,104.321365,79.116974,-21.465973,DROP,,250
LYSFY,33,26750.895,-39.478012,26790.373,-41.044353,DROP,,250
MAWHY,7,8337.451,0.15886098,8337.292,45.096535,DROP,,250
MAWHY,12,548.9318,28.240278,520.6915,-57.424164,DROP,,250
MAWHY,24,96.909195,20.394281,76.514915,159.9873,DROP,,250
MAWHY,28,151.8551,146.15318,5.7019196,-23.334967,DROP,,250
MAWHY,29,146.15318,82.74931,63.40387,-52.634144,DROP,,250
MAWHY,31,138.32889,-6.4763722,144.80527,-46.794872,DROP,,250
MEQYF,7,179.13977,-40.344456,219.48422,34.16802,DROP,,250
MEQYF,10,98.09968,60.428154,37.671524,15.71429,DROP,,250
MEQYF,12,98.476074,71.74765,26.728424,7.3148713,DROP,,250
MEQYF,14,129.3293,50.68609,78.64321,27.393133,DROP,,250
MEQYF,16,474.67862,46.457066,428.22156,32.1178,DROP,,250
MEQYF,18,139.74265,104.29345,35.449196,57.08274,DROP,,250
MEQYF,19,104.29345,75.18804,29.105408,0.18904024,DROP,,250
MEQYF,22,696.40015,40.897312,655.5028,28.853506,DROP,,250
MEQYF,24,206.8009,-32.947063,239.74797,58.018864,DROP,,250
MEQYF,27,598.2949,49.022373,549.2725,46.646896,DROP,,250
MEQYF,29,138.43478,130.19229,8.242493,28.641796,DROP,,250
MEQYF,31,622.0414,557.1621,64.87927,3.4157314,DROP,,250
MEQYF,32,557.1621,185.73323,371.4289,3.4157314,DROP,,250
MEQYF,33,185.73323,50.515423,135.2178,5.619966,DROP,,250
MMTMF,6,113.399414,23.620905,89.77851,-44.444447,DROP,,250
MMTMF,26,1549.7067,404.28668,1145.4199,76.47057,DROP,,250
MMTMF,27,404.28668,321.35287,82.93381,42.857147,DROP,,250
MMTMF,28,321.35287,248.29274,73.060135,-15.909089,DROP,,250
MMTMF,30,553.0945,202.76729,350.3272,-39.65517,DROP,,250
MMTMF,31,202.76729,21.983208,180.78409,-64.16666,DROP,,250
MOHCY,8,417.55655,20.855042,396.7015,1.7300993,DROP,,250
MOHCY,10,917.9226,860.85657,57.06604,-2.541442,DROP,,250
MOHCY,11,860.85657,63.557648,797.29895,-2.541442,DROP,,250
MOHCY,21,1172.4336,233.24506,939.18854,-47.826088,DROP,,250
MOHCY,22,233.24506,113.41397,119.831085,-52.6087,DROP,,250
MOHCY,23,113.41397,24.18938,89.224594,-38.26087,DROP,,250
MOHCY,31,622.0414,557.1621,64.87927,-19.852943,DROP,,250
MOHCY,32,557.1621,119.778145,437.38397,7.470507,DROP,,250
MOHCY,33,119.778145,-30.350662,150.12881,60.41939,DROP,,250
MPV,3,174.85387,99.52064,75.33323,1.3561711,DROP,,250
MPV,4,99.52064,15.694609,83.82603,2.5751119,DROP,,250
MPV,12,235.53621,28.876318,206.6599,6.0283647,DROP,,250
MPV,16,987.8947,161.79568,826.099,6.5407977,DROP,,250
MPV,17,161.79568,9.606183,152.1895,10.167221,DROP,,250
MPV,22,152.73799,18.908264,133.82973,-27.443834,DROP,,250
MPV,31,514.7215,138.27211,376.4494,-15.73604,DROP,,250
MPV,32,138.27211,78.170845,60.101265,-16.896551,DROP,,250
NAFS,21,220.9718,64.871284,156.10052,-81.042656,DROP,,250
NAFS,23,207.47612,-42.53904,250.01517,-1.2500094,DROP,,250
NAFS,27,494.2812,9.217103,485.0641,-1.8518573,DROP,,250
NAFS,31,682.17236,51.005062,631.1673,-55.84416,DROP,,250
NLSC,7,193.401,69.75067,123.65033,159.25925,DROP,,250
NLSC,14,614.3645,442.55518,171.80933,143.05554,DROP,,250
NLSC,16,888.7902,185.67459,703.1156,-38.364315,DROP,,250
NLSC,17,185.67459,21.603807,164.07079,-50.0,DROP,,250
NLSC,33,93.15743,57.69597,35.461464,-42.974686,DROP,,250
NMNZF,7,256.19174,97.99412,158.19763,429.99997,DROP,,250
NMNZF,9,718.63873,512.9171,205.72162,-25.982534,DROP,,250
NMNZF,11,860.85657,59.82421,801.03235,-59.38865,DROP,,250
NMNZF,22,148.37723,-36.46691,184.84415,3233.3335,DROP,,250
NMNZF,27,513.49084,192.53175,320.9591,0.0,DROP,,250
NMNZF,29,2998.0525,53.580208,2944.4722,-42.78846,DROP,,250
ONSS,8,310.04184,-4.6552663,314.6971,14.285712,DROP,,250
ONSS,15,865.6169,104.65757,760.9593,-93.039444,DROP,,250
ONSS,17,142.54478,96.835144,45.70964,-32.499996,DROP,,250
ONSS,18,96.835144,-44.830784,141.66592,400.00006,DROP,,250
ONSS,24,845.1767,401.8621,443.3146,-78.0,DROP,,250
ONSS,26,612.5517,25.248343,587.30334,-61.93334,DROP,,250
ONSS,28,122.27456,-0.032961834,122.30752,575.7991,DROP,,250
PFBX,6,490.67072,149.6825,340.98822,41.776936,DROP,,250
PFBX,8,1358.0681,333.9126,1024.1555,-6.397311,DROP,,250
PFBX,9,333.9126,48.089317,285.82327,6.1538477,DROP,,250
PFBX,28,308.34302,182.57422,125.7688,-2.1021044,DROP,,250
PFBX,29,182.57422,84.12265,98.45157,-6.4327507,DROP,,250
PLFX,3,122.913795,6.692562,116.22124,-70.731705,DROP,,250
PLFX,6,335.4937,2.1623194,333.3314,-79.82223,DROP,,250
PLFX,16,458.74832,57.223995,401.52432,-87.76868,DROP,,250
PLFX,18,92.11844,-3.3050025,95.42344,-74.933334,DROP,,250
PLFX,26,337.89642,186.99469,150.90173,301.78577,DROP,,250
PLFX,27,186.99469,-13.602154,200.59685,-99.72222,DROP,,250
PLFX,31,1014.2438,145.5983,868.6455,-97.111115,DROP,,250
PLFX,32,145.5983,18.222898,127.3754,2200.0,DROP,,250
PLFX,37,769.4741,154.88246,614.5917,-86.95653,DROP,,250
PMN,3,138.77118,57.438652,81.33253,140.0,DROP,,250
PMN,6,997.03625,842.53937,154.49689,60.000008,DROP,,250
PMN,7,842.53937,40.611515,801.92786,41.666668,DROP,,250
PMN,11,472.39905,229.77328,242.62576,37.499992,DROP,,250
PMN,12,229.77328,-3.2617323,233.03502,5.8823566,DROP,,250
PMN,15,2324.0366,469.66284,1854.3738,-30.769232,DROP,,250
PMN,16,469.66284,-35.04495,504.7078,-27.272722,DROP,,250
PMN,31,287.58743,57.715065,229.87238,-31.333336,DROP,,250
PNRG,2,116.72045,-1.0327185,117.75317,8.0,DROP,,250
PNRG,7,256.19174,63.093838,193.0979,-4.6296296,DROP,,250
PNRG,15,316.76346,67.16068,249.60278,63.452053,DROP,,250
PNRG,20,2676668.5,41.37232,2676627.2,-40.286625,DROP,,250
PNRG,32,619.7259,110.73981,508.98608,34.936512,DROP,,250
PNRG,33,110.73981,71.28242,39.45739,17.458279,DROP,,250
PNRG,36,351.98495,55.437813,296.54715,27.290749,DROP,,250
PODD,3,558.75665,8.073194,550.6835,40.018974,DROP,,250
PODD,7,908.23517,41.734303,866.50085,84.73896,DROP,,250
PODD,12,102.323456,54.71708,47.606377,12.449269,DROP,,250
PODD,22,152.73799,40.897312,111.84068,48.148586,DROP,,250
PODD,25,222.93353,25.132269,197.80127,34.60857,DROP,,250
PODD,28,398.645,89.56435,309.08063,12.477227,DROP,,250
PODD,30,124.73766,79.65144,45.08622,-11.006791,DROP,,250
PRPI,7,842.53937,97.99412,744.5452,-46.294304,DROP,,250
PRPI,8,97.99412,43.979538,54.01458,-50.0,DROP,,250
PRPI,10,183.52002,86.17795,97.34207,-50.0,DROP,,250
PRPI,11,86.17795,-27.019833,113.197784,-78.03163,DROP,,250
PRPI,23,383.8918,198.11867,185.77315,117.817474,DROP,,250
PRPI,26,10073.61,10.508466,10063.102,126.666664,DROP,,250
PRPI,29,7823.223,53.979507,7769.2437,1.7320501,DROP,,250
PTOP,9,2521.3167,52.752,2468.5647,350.0,DROP,,250
PTOP,14,263.1213,63.659176,199.46213,-40.74074,DROP,,250
PTOP,20,1127.3746,7.613084,1119.7616,-41.66667,DROP,,250
PTOP,29,1839.9711,14.157418,1825.8136,-80.0,DROP,,250
PTOP,31,544.54504,1.5352691,543.00977,-69.23077,DROP,,250
PXHI,5,4512.309,-42.972546,4555.2817,32.999992,DROP,,250
PXHI,19,156.89513,-44.39968,201.2948,-28.571424,DROP,,250
PXHI,26,10611.453,18.648266,10592.805,440.88052,DROP,,250
PXHI,28,17156.352,221.46436,16934.887,94.628586,DROP,,250
PXHI,29,221.46436,68.54434,152.92001,54.818325,DROP,,250
PXHI,31,3578.393,1084.2169,2494.1763,-5.813955,DROP,,250
PXHI,32,1084.2169,578.1754,506.0415,59.090893,DROP,,250
PXHI,33,578.1754,-3.9200404,582.09546,76.15971,DROP,,250
PXHI,37,164.91893,29.939411,134.97952,-9.523807,DROP,,250
PYOIF,3,383.2705,83.98407,299.28644,-29.407137,DROP,,250
PYOIF,5,5599.3804,-0.23331083,5599.614,-10.408601,DROP,,250
PYOIF,12,98.476074,38.48006,59.996014,-17.838854,DROP,,250
PYOIF,14,350.63733,-58.430202,409.06754,-17.838854,DROP,,250
PYOIF,31,4218.4736,149.79936,4068.6743,-14.159825,DROP,,250
PYOIF,32,149.79936,98.15464,51.644722,3.887399,DROP,,250
PYOIF,33,98.15464,-43.142483,141.29712,5.370496,DROP,,250
RYOOF,8,228.69727,147.64774,81.04953,-67.07819,DROP,,250
RYOOF,9,147.64774,25.282398,122.36534,-50.769226,DROP,,250
RYOOF,22,146.09668,-15.797508,161.8942,128.1009,DROP,,250
RYOOF,24,1139.9034,0.5833779,1139.3201,127.27273,DROP,,250
RYOOF,27,633.4279,437.4284,195.99951,-43.317974,DROP,,250
RYOOF,28,437.4284,259.59738,177.83102,-14.335667,DROP,,250
RYOOF,29,259.59738,55.514576,204.08281,-40.142857,DROP,,250
SEPJY,16,2329.384,16.03961,2313.3445,3.3544288,DROP,,250
SEPJY,24,10377.894,-30.616499,10408.51,18.160004,DROP,,250
SEPJY,29,295.0033,131.01146,163.99184,24.576838,DROP,,250
SEPJY,31,3578.393,1084.2169,2494.1763,-21.2362,DROP,,250
SEPJY,32,1084.2169,185.73323,898.4837,-30.551878,DROP,,250
SEPJY,33,185.73323,50.515423,135.2178,-32.271187,DROP,,250
SGSUF,4,845.58936,349.13998,496.44937,0.0,DROP,,250
SGSUF,5,349.13998,84.147446,264.99255,0.0,DROP,,250
SGSUF,7,191.14589,0.0,191.14589,0.0,DROP,,250
SIEB,9,784.8346,56.64551,728.1891,130.10205,DROP,,250
SIEB,12,548.9318,448.0178,100.91403,3.333332,DROP,,250
SIEB,13,448.0178,267.4922,180.5256,60.22443,DROP,,250
SIEB,14,267.4922,135.03429,132.4579,-5.43238,DROP,,250
SIEB,15,135.03429,38.60536,96.428925,-17.116425,DROP,,250
SIEB,19,135.43431,-41.088177,176.52249,-20.515821,DROP,,250
SIEB,30,366.16132,21.926594,344.2347,-63.48449,DROP,,250
SLOIY,14,394.39044,225.24599,169.14445,24.384556,DROP,,250
SLOIY,15,225.24599,1.3386176,223.90736,24.384556,DROP,,250
SLOIY,22,696.40015,179.6234,516.77673,89.58333,DROP,,250
SLOIY,23,179.6234,-0.09128357,179.71468,126.5625,DROP,,250
SLOIY,27,775.7469,275.5606,500.18628,44.94505,DROP,,250
SLOIY,28,275.5606,146.15318,129.40742,-27.52184,DROP,,250
SLOIY,29,146.15318,124.73766,21.41552,-1.5525839,DROP,,250
SLOIY,30,124.73766,87.341774,37.39589,-41.15703,DROP,,250
SLOIY,32,269.04282,24.847912,244.1949,-37.429794,DROP,,250
TIACF,16,987.8947,0.46645844,987.4283,1.886802,DROP,,250
TIACF,20,895.91785,115.51692,780.40094,1.85185,DROP,,250
TIACF,22,156.52452,13.067242,143.45728,7.4444437,DROP,,250
TIACF,28,850.0282,209.34744,640.6808,-3.2541726,DROP,,250
TIACF,29,209.34744,82.625885,126.72156,-18.510672,DROP,,250
TKYMY,8,130.71498,79.8445,50.870483,37.288666,DROP,,250
TKYMY,10,174.4832,159.0068,15.476395,26.798925,DROP,,250
TKYMY,11,159.0068,102.98241,56.0244,12.300269,DROP,,250
