Security,Block,Prev_Quality,New_Quality,Quality_Jump,Final_Return
AFGVF,7,3.932584269662921,9.550561797752808,5.617977528089886,0.0
AFGVY,1,5.426356589147287,15.18987341772152,9.763516828574232,10.98155021458844
AFGVY,4,3.11284046692607,10.687022900763358,7.574182433837288,10.98155021458844
AFGVY,9,1.9900497512437807,12.195121951219512,10.205072199975731,10.98155021458844
AFIIQ,2,0.6652957542034595,11.971830985915492,11.306535231712033,
AFIIQ,7,4.838709677419355,10.024449877750612,5.185740200331257,
AFL,3,0.966183574879227,6.0,5.033816425120773,0.6657596202780333
AFL,8,3.571428571428571,9.266409266409266,5.6949806949806945,0.6657596202780333
AFLYY,4,3.11284046692607,11.188811188811188,8.075970721885119,-56.40649363436812
AFMD,4,1.6853932584269662,10.606060606060606,8.920667347633639,106.07217481426184
AFML,9,0.3988341770210155,12.195121951219512,11.796287774198497,800.0000072759125
AFNL,1,4.545454545454546,11.304347826086955,6.758893280632409,116.00000000000004
AFNL,5,5.555555555555555,13.86861313868613,8.313057583130576,116.00000000000004
AFNL,8,3.4552845528455287,9.266409266409266,5.811124713563737,116.00000000000004
AFNL,9,9.266409266409266,15.66265060240964,6.396241336000374,116.00000000000004
AFOM,5,0.4798340033718065,8.80281690140845,8.322982898036644,
AFOM,7,3.491271820448877,9.01639344262295,5.5251216221740735,
AFPW,1,4.150943396226415,12.0,7.849056603773585,280.00001018629763
AFPW,3,0.5821875387092779,7.633587786259542,7.051400247550264,280.00001018629763
AFRAF,2,7.7490774907749085,13.286713286713288,5.53763579593838,-53.20582715876958
AFRAF,4,3.11284046692607,11.519607843137257,8.406767376211187,-53.20582715876958
AFRMF,3,6.334841628959276,11.496746203904555,5.16190457494528,975.2688508004152
AFSIA,3,0.5821875387092779,7.894736842105263,7.3125493033959845,6.256821876813941
AFSIA,9,5.777777777777778,11.452513966480447,5.67473618870267,6.256821876813941
AFSIB,3,0.5821875387092779,7.894736842105263,7.3125493033959845,
AFSIB,9,5.777777777777778,11.452513966480447,5.67473618870267,
AFSIC,2,3.260869565217391,8.98876404494382,5.72789447972643,12.004184809570798
AFSIC,9,5.777777777777778,11.452513966480447,5.67473618870267,12.004184809570798
AFSIM,2,0.6652957542034595,12.015503875968992,11.350208121765533,
AFSIM,9,5.777777777777778,11.452513966480447,5.67473618870267,
AFSIN,2,0.6652957542034595,12.015503875968992,11.350208121765533,
AFSIN,9,5.777777777777778,11.452513966480447,5.67473618870267,
AFSIP,1,0.4216359474762077,13.375796178343949,12.95416023086774,
AFSIP,9,5.777777777777778,11.452513966480447,5.67473618870267,
AFTM,9,2.931596091205212,9.210526315789473,6.27893022458426,-98.44297385958602
AFYA,9,0.3988341770210155,12.23404255319149,11.835208376170474,
AFYG,3,6.0606060606060606,11.650485436893204,5.5898793762871435,-3.633733046924628
AFYG,5,4.0,10.1010101010101,6.1010101010101,-3.633733046924628
AG,2,5.447470817120623,12.015503875968992,6.5680330588483695,10.0420459683141
AG,4,2.702702702702702,8.641975308641975,5.939272605939273,10.0420459683141
AG,8,4.643962848297214,11.347517730496454,6.70355488219924,10.0420459683141
AGAE,6,0.4018215912135012,16.5266106442577,16.1247890530442,
AGBA,9,0.3988341770210155,12.23404255319149,11.835208376170474,
AGCCF,6,6.862745098039216,16.5266106442577,9.663865546218485,115.7407395526338
AGCO,8,4.678362573099415,13.333333333333334,8.654970760233919,67.82877481164422
AGCZ,1,0.7462686567164178,7.352941176470589,6.606672519754171,-39.37008011442054
AGCZ,8,4.605263157894736,12.5,7.894736842105264,-39.37008011442054
AGDXF,1,6.0606060606060606,13.924050632911392,7.8634445723053314,44.33332593449301
AGDY,6,3.896103896103896,16.5266106442577,12.630506748153806,78.67713792412691
AGDY,8,7.042253521126761,24.873096446700508,17.830842925573748,78.67713792412691
AGEN,3,6.25,11.620294599018004,5.370294599018004,118.27572170713488
AGEN,8,3.4552845528455287,10.084033613445378,6.62874906059985,118.27572170713488
AGESF,4,1.7482517482517483,9.649122807017545,7.900871058765796,-16.841729380192152
AGESF,6,2.272727272727273,10.227272727272728,7.954545454545455,-16.841729380192152
AGESF,8,4.643962848297214,15.774647887323944,11.13068503902673,-16.841729380192152
AGESY,1,9.79020979020979,17.5,7.70979020979021,-16.098240898986916
AGESY,5,1.0101010101010102,8.722741433021806,7.712640422920796,-16.098240898986916
AGESY,6,8.722741433021806,16.5266106442577,7.803869211235895,-16.098240898986916
AGFMF,5,4.0,13.958810068649884,9.958810068649884,38.08558623407212
AGFMF,9,2.857142857142857,10.15625,7.299107142857142,38.08558623407212
AGGG,7,0.4524247136999859,10.687022900763358,10.234598187063373,
AGGHF,8,0.5016969160395455,7.142857142857142,6.641160226817597,
AGGI,6,0.4018215912135012,16.5266106442577,16.1247890530442,372.10359370744646
AGGI,9,7.142857142857142,13.79310344827586,6.650246305418717,372.10359370744646
AGGZF,3,6.962025316455696,15.903614457831324,8.941589141375628,-26.601923322582188
AGI,8,4.643962848297214,11.347517730496454,6.70355488219924,43.64640470719179
AGIN,4,1.7482517482517483,10.085836909871244,8.337585161619495,919.2156492866012
AGIO,3,4.059040590405904,10.714285714285714,6.655245123879809,38.36596787741223
AGIO,5,6.8181818181818175,13.958810068649884,7.140628250468066,38.36596787741223
AGLXY,2,5.109489051094891,11.9533527696793,6.84386371858441,-67.93802132752262
AGLXY,8,4.643962848297214,24.873096446700508,20.229133598403294,-67.93802132752262
AGM,2,2.9702970297029703,10.294117647058822,7.323820617355852,32.68926860921965
AGM,5,3.903903903903904,12.761506276150628,8.857602372246724,32.68926860921965
AGMH,6,0.4018215912135012,6.666666666666667,6.264845075453166,
AGMH,7,6.666666666666667,17.02127659574468,10.354609929078013,
AGMJF,4,3.690036900369003,9.649122807017545,5.959085906648541,31.88410127134698
AGNC,8,2.877697841726619,12.34567901234568,9.467981170619062,-3.184483842928136
AGO,8,10.687022900763358,15.774647887323944,5.087624986560586,2.354200923423706
AGOAF,2,9.090909090909092,14.332247557003258,5.241338466094167,-13.571431707514868
AGOAF,4,7.428571428571429,12.698412698412698,5.269841269841269,-13.571431707514868
AGOAF,8,3.937007874015748,12.34567901234568,8.408671138329932,-13.571431707514868
AGPYY,6,0.4018215912135012,10.227272727272728,9.825451136059227,-35.76187010728415
AGR,2,0.6652957542034595,6.097560975609756,5.432265221406297,
AGR,5,5.864197530864197,12.910798122065728,7.046600591201531,
AGRDF,2,0.6652957542034595,11.650485436893204,10.985189682689745,64.34714128142109
AGREF,2,0.6652957542034595,6.315789473684211,5.650493719480751,1600.0000223517418
AGREF,8,8.411214953271028,15.774647887323944,7.363432934052916,1600.0000223517418
AGRO,2,2.6537997587454765,11.578947368421051,8.925147609675575,47.33874936326507
AGRPF,6,3.389830508474576,9.747292418772563,6.357461910297987,0.0
AGRPF,8,0.5016969160395455,5.777777777777778,5.276080861738232,0.0
AGRPY,2,3.260869565217391,14.332247557003258,11.071377991785868,-8.372245531909549
AGRPY,6,4.0,9.064327485380115,5.064327485380115,-8.372245531909549
AGRS,1,3.375527426160337,31.03448275862069,27.65895533246035,25.000003637979614
AGRS,4,8.24742268041237,16.666666666666664,8.419243986254294,25.000003637979614
AGRS,6,5.555555555555555,16.5266106442577,10.971055088702146,25.000003637979614
AGRS,8,4.273504273504273,9.523809523809524,5.25030525030525,25.000003637979614
AGRUF,8,10.0,24.873096446700508,14.873096446700508,10.822735535894417
AGS,6,0.4018215912135012,9.747292418772563,9.345470827559062,
AGS,7,9.747292418772563,15.217391304347828,5.470098885575265,
AGSS,1,5.426356589147287,11.67883211678832,6.252475527641033,33636.53894090793
AGSS,6,11.475409836065571,16.5266106442577,5.05120080819213,33636.53894090793
AGSS,9,6.315789473684211,12.23404255319149,5.918253079507279,33636.53894090793
AGSVF,7,3.932584269662921,11.76470588235294,7.832121612690019,-47.45850634807077
AGSVF,9,9.375,15.66265060240964,6.28765060240964,-47.45850634807077
AGTEF,1,2.2900763358778624,13.513513513513514,11.223437177635653,-14.79392078417288
AGTEF,3,9.523809523809524,21.03004291845493,11.506233394645408,-14.79392078417288
AGTK,2,3.1630170316301705,9.230769230769232,6.067752199139061,-99.3602193166281
AGTT,2,3.658536585365853,11.258278145695364,7.599741560329511,-91.3150685749408
AGTT,8,5.833333333333333,11.650485436893204,5.817152103559871,-91.3150685749408
AGTX,1,0.4216359474762077,6.0344827586206895,5.612846811144482,
AGTX,9,0.3988341770210155,10.0,9.601165822978984,
AGX,3,1.9230769230769231,15.903614457831324,13.9805375347544,13.210495428502488
AGXKF,3,5.603448275862069,11.267605633802818,5.6641573579407485,-3.02857058388846
AGXKF,7,8.540925266903916,17.02127659574468,8.480351328840765,-3.02857058388846
AGYS,1,4.215456674473068,15.060240963855422,10.844784289382353,106.89912179092514
AGYS,3,1.9230769230769231,10.714285714285714,8.79120879120879,106.89912179092514
AGYS,8,9.266409266409266,15.774647887323944,6.508238620914678,106.89912179092514
AGYTF,5,4.132231404958678,11.475409836065571,7.343178431106893,170.0000008765389
AGZNF,1,3.375527426160337,17.5,14.124472573839663,
AGZNF,6,0.4018215912135012,6.140350877192982,5.738529285979481,
AGZNF,9,5.263157894736842,12.903225806451612,7.6400679117147705,
AHCHF,3,4.53257790368272,11.620294599018004,7.087716695335285,-7.891636473666402
AHCHF,6,7.894736842105263,16.5266106442577,8.631873802152437,-7.891636473666402
AHCHF,8,4.605263157894736,15.774647887323944,11.169384729429208,-7.891636473666402
AHCHY,3,4.53257790368272,11.620294599018004,7.087716695335285,-9.239857170343194
AHCHY,6,7.894736842105263,16.5266106442577,8.631873802152437,-9.239857170343194
AHCHY,8,4.605263157894736,15.774647887323944,11.169384729429208,-9.239857170343194
AHCO,8,3.571428571428571,11.728395061728394,8.156966490299823,
AHELF,2,3.2710280373831773,18.867924528301888,15.596896490918711,41896.99921660295
AHELF,4,12.82051282051282,20.33898305084746,7.518470230334641,41896.99921660295
AHEXF,4,2.5,9.649122807017545,7.1491228070175445,-7.087466194437637
AHEXY,4,2.5,9.395973154362416,6.895973154362416,-11.77644016203548
AHEXY,8,4.678362573099415,14.592274678111588,9.913912105012173,-11.77644016203548
AHFCF,1,4.215456674473068,11.304347826086955,7.088891151613887,266.6666728754841
AHFCF,9,5.459057071960298,11.452513966480447,5.99345689452015,266.6666728754841
AHFD,2,3.1630170316301705,8.695652173913043,5.532635142282873,754.0000458384857
AHFD,5,0.4798340033718065,13.958810068649884,13.478976065278077,754.0000458384857
AHFI,5,0.4798340033718065,6.289308176100629,5.809474172728823,402810.013244426
AHFI,9,3.508771929824561,14.066496163682864,10.557724233858302,402810.013244426
AHGIF,4,0.4710975299210593,6.698564593301436,6.227467063380376,
AHIX,2,3.260869565217391,9.70873786407767,6.4478682988602785,-55.97777824652047
AHIX,6,0.4018215912135012,10.588235294117649,10.186413702904147,-55.97777824652047
AHIX,8,5.05050505050505,14.592274678111588,9.541769627606538,-55.97777824652047
AHKSY,2,5.084745762711865,10.714285714285714,5.6295399515738485,-3.407844679588011
AHNR,1,3.375527426160337,9.090909090909092,5.7153816647487545,136.36363913451356
AHNR,6,4.958677685950414,14.634146341463412,9.675468655512997,136.36363913451356
AHNR,9,2.247191011235955,14.066496163682864,11.819305152446908,136.36363913451356
AHODF,6,6.8181818181818175,16.5266106442577,9.708428826075885,30.492324867146856
AHOTF,2,5.447470817120623,12.087912087912088,6.640441270791465,-34.48967678371046
AHOTF,7,2.0408163265306123,10.024449877750612,7.9836335512200005,-34.48967678371046
AHPIQ,6,6.7669172932330826,12.5,5.7330827067669174,422.1295229352187
AHRO,1,5.426356589147287,17.46031746031746,12.033960871170173,-96.72651920294632
AHRO,6,8.49056603773585,14.634146341463412,6.143580303727562,-96.72651920294632
AHT,6,3.5211267605633805,11.224489795918368,7.703363035354988,-94.76652881594048
AIABF,2,2.6537997587454765,10.625,7.9712002412545235,-62.93650728699903
AIABF,4,0.4710975299210593,11.363636363636363,10.892538833715305,-62.93650728699903
AIAD,1,6.0606060606060606,18.75,12.68939393939394,418.4263004750903
AIAD,4,3.589743589743589,9.375,5.785256410256411,418.4263004750903
AIAGF,1,0.4216359474762077,15.060240963855422,14.638605016379215,118.3622870123376
AIAGF,6,0.4018215912135012,9.747292418772563,9.345470827559062,118.3622870123376
AIAGF,8,0.5016969160395455,5.777777777777778,5.276080861738232,118.3622870123376
AIAGY,5,0.4798340033718065,7.894736842105263,7.414902838733457,47.33991779777004
AIAPF,9,0.3988341770210155,5.88235294117647,5.483518764155455,
AIBGY,8,0.5016969160395455,8.125,7.6233030839604545,
AICAF,3,4.326923076923077,10.81081081081081,6.483887733887734,-25.54347935240071
AICAF,8,4.225352112676056,14.592274678111588,10.366922565435532,-25.54347935240071
AIDA,1,4.545454545454546,13.541666666666666,8.996212121212121,-58.94909649090992
AIDA,4,4.054054054054054,12.76595744680851,8.711903392754456,-58.94909649090992
AIDA,6,6.289308176100629,11.612903225806452,5.323595049705823,-58.94909649090992
AIFF,3,0.5821875387092779,7.8125,7.230312461290723,1945.333346162019
AIFLY,1,2.912621359223301,14.84375,11.931128640776699,41.0256441606652
AIFLY,4,1.6853932584269662,6.698564593301436,5.013171334874469,41.0256441606652
AIFS,5,5.555555555555555,12.910798122065728,7.355242566510173,-40.14084695043415
AIG,1,0.0,12.849162011173185,12.849162011173185,5.80331994031441
AIG,9,6.363636363636363,12.195121951219512,5.831485587583149,5.80331994031441
AIHS,6,0.4018215912135012,6.666666666666667,6.264845075453166,
AIJTY,6,0.4018215912135012,5.970149253731343,5.5683276625178415,
AIKO,1,5.426356589147287,15.18987341772152,9.763516828574232,-97.80123120096395
AILIH,2,8.108108108108109,13.286713286713288,5.17860517860518,1.0844060674644314
AILIH,9,5.813953488372093,12.857142857142856,7.043189368770763,1.0844060674644314
AILIM,8,0.5016969160395455,6.338028169014084,5.836331252974539,0.0197986565013923
AILIN,1,2.158273381294964,10.625,8.466726618705035,-1.8600006103515625
AILIN,5,0.4798340033718065,6.806282722513089,6.326448719141283,-1.8600006103515625
AILIN,7,3.571428571428571,11.76470588235294,8.193277310924369,-1.8600006103515625
AILIN,9,3.937007874015748,14.066496163682864,10.129488289667115,-1.8600006103515625
AILLM,6,2.272727272727273,8.21917808219178,5.9464508094645065,0.1551912087589746
AILLN,1,3.375527426160337,8.98876404494382,5.613236618783484,3.238614526125461
AILLN,2,8.98876404494382,18.0,9.01123595505618,3.238614526125461
AILLN,5,5.952380952380952,12.195121951219512,6.242740998838561,3.238614526125461
AILLN,7,2.419354838709677,13.47517730496454,11.055822466254863,3.238614526125461
AILLN,9,4.666666666666667,15.517241379310343,10.850574712643677,3.238614526125461
AILLO,9,2.7649769585253456,11.363636363636363,8.598659405111018,-1.810997772216794
AILQF,1,3.375527426160337,13.375796178343949,10.000268752183612,59.07885865213645
AILQF,9,5.263157894736842,12.857142857142856,7.593984962406014,59.07885865213645
AIMFF,3,3.5000000000000004,11.650485436893204,8.150485436893204,39.284383662251
AIMLF,3,11.9533527696793,19.480519480519483,7.5271667108401825,389.366326666933
AIMLF,9,1.9900497512437807,15.517241379310343,13.527191628066563,389.366326666933
AIN,2,2.6537997587454765,12.087912087912088,9.434112329166611,-4.912614984651398
AIN,5,5.369127516778524,12.761506276150628,7.392378759372105,-4.912614984651398
AIN,6,12.761506276150628,17.80821917808219,5.046712901931562,-4.912614984651398
AINSF,5,5.487804878048781,12.910798122065728,7.422993244016947,61.57323602722433
AIOT,2,2.6537997587454765,13.286713286713288,10.632913527967812,10.122049282986296
AIPG,4,5.128205128205128,10.679611650485436,5.551406522280308,-94.09055154411088
AIPG,6,2.3255813953488373,12.5,10.174418604651162,-94.09055154411088
AIPG,8,7.042253521126761,24.873096446700508,17.830842925573748,-94.09055154411088
AIPUF,4,0.4710975299210593,11.363636363636363,10.892538833715305,34.02060968790517
AIPUF,8,0.5016969160395455,24.873096446700508,24.371399530660963,34.02060968790517
AIPUY,1,0.4216359474762077,10.625,10.203364052523792,-25.437759961452244
AIPUY,3,0.5821875387092779,19.480519480519483,18.898331941810206,-25.437759961452244
AIPUY,5,5.333333333333334,12.761506276150628,7.4281729428172945,-25.437759961452244
AIPUY,8,3.4552845528455287,8.762886597938143,5.307602045092615,-25.437759961452244
AIPUY,9,8.762886597938143,14.156626506024098,5.393739908085955,-25.437759961452244
AIQUF,2,7.575757575757576,14.332247557003258,6.756489981245682,28.276839961156963
AIQUF,8,2.8169014084507045,14.592274678111588,11.775373269660884,28.276839961156963
AIQUY,2,3.260869565217391,14.332247557003258,11.071377991785868,24.90090021534041
AIQUY,8,4.72972972972973,14.592274678111588,9.862544948381858,24.90090021534041
AIR,6,3.79746835443038,11.612903225806452,7.8154348713760715,-18.647800941230688
AIR,9,2.931596091205212,11.452513966480447,8.520917875275234,-18.647800941230688
AIRG,3,0.5821875387092779,8.75,8.167812461290723,
AIRG,7,3.3707865168539324,10.024449877750612,6.6536633608966795,
AIRI,4,1.6853932584269662,8.26086956521739,6.575476306790424,-9.458298310949315
AIRI,6,3.389830508474576,11.224489795918368,7.834659287443792,-9.458298310949315
AIRRF,1,7.194244604316546,15.060240963855422,7.865996359538876,-55.71086241903527
AIRRF,3,9.230769230769232,15.903614457831324,6.672845227062092,-55.71086241903527
AIRRF,7,3.065134099616858,13.47517730496454,10.410043205347682,-55.71086241903527
AIRRF,9,2.185792349726776,10.0,7.814207650273223,-55.71086241903527
AIRT,7,1.7467248908296942,17.02127659574468,15.274551704914986,42.94081622766062
AIRYY,3,4.53257790368272,10.81081081081081,6.278232907128091,-25.43505300285558
AIRYY,8,4.225352112676056,14.592274678111588,10.366922565435532,-25.43505300285558
AIT,2,6.521739130434782,12.087912087912088,5.566172957477305,64.17571710592898
AIT,4,8.333333333333332,30.46875,22.135416666666668,64.17571710592898
AIT,7,9.064327485380115,16.176470588235293,7.112143102855178,64.17571710592898
AIV,5,5.555555555555555,11.475409836065571,5.919854280510016,-2.412604669730756
AIV,7,3.065134099616858,15.217391304347828,12.15225720473097,-2.412604669730756
AIV,9,3.7593984962406015,10.15625,6.3968515037593985,-2.412604669730756
AIVAF,4,2.5,12.610619469026547,10.110619469026547,1.6122977855768332
AIVN,3,5.603448275862069,10.714285714285714,5.110837438423644,194.16961557366216
AIVN,7,3.491271820448877,9.523809523809524,6.032537703360647,194.16961557366216
AIXN,1,0.4216359474762077,7.6923076923076925,7.270671744831485,-28.79705885231616
AIXN,6,4.844290657439446,11.304347826086955,6.460057168647509,-28.79705885231616
AIXN,9,6.849315068493151,12.903225806451612,6.053910737958461,-28.79705885231616
AIXXF,5,7.100591715976331,13.958810068649884,6.8582183526735525,137.6809143878193
AIZ,1,4.81651376146789,17.5,12.68348623853211,27.02040603654939
AIZ,7,3.065134099616858,10.0,6.9348659003831425,27.02040603654939
AIZ,9,2.0905923344947737,11.452513966480447,9.361921631985673,27.02040603654939
AJG,3,0.966183574879227,11.620294599018004,10.654111024138777,68.94270890102823
AJG,6,12.761506276150628,20.0,7.238493723849372,68.94270890102823
AJIA,6,0.4018215912135012,7.051282051282051,6.64946046006855,
AJINY,3,11.578947368421051,21.03004291845493,9.45109555003388,53.28110606565559
AJINY,9,2.7649769585253456,14.156626506024098,11.391649547498753,53.28110606565559
AJLGF,2,9.090909090909092,18.0,8.909090909090908,-75.8662503335484
AJMPF,6,0.4018215912135012,5.58659217877095,5.184770587557448,-26.299118096408986
AJMPF,8,3.4552845528455287,14.592274678111588,11.13699012526606,-26.299118096408986
AJOY,9,6.60377358490566,13.79310344827586,7.189329863370199,-4.444443543016151
AJX,5,5.487804878048781,12.761506276150628,7.2737013981018475,
AJX,8,3.1746031746031744,11.48936170212766,8.314758527524486,
AJYG,3,0.5821875387092779,7.07070707070707,6.488519531997792,
AJYG,5,0.4798340033718065,8.80281690140845,8.322982898036644,
AKAAF,9,0.3988341770210155,10.15625,9.757415822978984,69.06423335173073
AKAM,3,1.9230769230769231,8.571428571428571,6.648351648351648,16.100678508772575
AKAM,5,2.702702702702702,8.0,5.297297297297298,16.100678508772575
AKBA,1,5.147058823529411,13.924050632911392,8.77699180938198,-30.785099392513747
AKBA,5,1.0101010101010102,12.761506276150628,11.751405266049618,-30.785099392513747
AKBIF,9,2.7649769585253456,14.066496163682864,11.301519205157518,-23.874774188354515
AKBLF,1,5.625,14.666666666666666,9.041666666666666,100.04204132866184
AKBLF,5,5.555555555555555,12.761506276150628,7.205950720595073,100.04204132866184
AKBLF,7,3.225806451612903,16.176470588235293,12.95066413662239,100.04204132866184
AKBLF,9,5.617977528089887,12.195121951219512,6.577144423129625,100.04204132866184
AKBTY,1,4.215456674473068,9.734513274336283,5.519056599863215,-47.19485990371075
AKEMF,2,3.1630170316301705,12.015503875968992,8.852486844338822,-57.94392502214704
AKEMF,9,4.511278195488721,12.903225806451612,8.391947610962891,-57.94392502214704
AKKVF,4,1.7482517482517483,11.363636363636363,9.615384615384615,-43.93382403293823
AKO-A,1,2.769230769230769,18.75,15.98076923076923,-31.55390786245112
AKO-A,3,0.966183574879227,15.903614457831324,14.937430882952096,-31.55390786245112
AKO-B,1,2.769230769230769,18.75,15.98076923076923,-29.43092976026121
AKO-B,3,0.966183574879227,9.67741935483871,8.711235779959482,-29.43092976026121
AKO-B,8,5.666666666666666,11.180124223602483,5.513457556935817,-29.43092976026121
AKOM,5,0.4798340033718065,6.806282722513089,6.326448719141283,
AKOM,9,2.931596091205212,12.23404255319149,9.302446461986278,
AKR,7,3.065134099616858,16.176470588235293,13.111336488618436,-26.40798392257781
AKRBF,4,15.903614457831324,30.46875,14.565135542168676,20.766582527168943
AKRFF,9,2.857142857142857,14.156626506024098,11.29948364888124,-5.655293762998244
AKRO,9,0.3988341770210155,12.23404255319149,11.835208376170474,
AKRRF,1,2.158273381294964,10.625,8.466726618705035,34.625753517403226
AKRYY,4,0.4710975299210593,8.26086956521739,7.789772035296331,
AKRYY,6,0.4018215912135012,8.21917808219178,7.817356490978279,
AKTS,8,7.623318385650224,24.873096446700508,17.249778061050286,
AKTX,1,4.215456674473068,15.060240963855422,10.844784289382353,-4.538700364220297
AKTX,4,3.690036900369003,10.27027027027027,6.580233369901267,-4.538700364220297
AKVA,2,2.6537997587454765,10.714285714285714,8.060485955540237,-44.28152482657332
AKVA,4,3.11284046692607,10.687022900763358,7.574182433837288,-44.28152482657332
AKZOF,5,6.976744186046512,13.958810068649884,6.982065882603372,26.74534338721354
AKZOF,6,13.958810068649884,20.0,6.041189931350116,26.74534338721354
AKZOY,5,6.976744186046512,13.958810068649884,6.982065882603372,17.090109223017432
AKZOY,6,13.958810068649884,20.0,6.041189931350116,17.090109223017432
AKZOY,9,5.777777777777778,10.989010989010987,5.21123321123321,17.090109223017432
AL,5,4.9079754601227,12.761506276150628,7.853530816027928,-6.786865181672195
AL,7,3.3707865168539324,8.653846153846153,5.2830596369922205,-6.786865181672195
ALB,2,2.6537997587454765,10.294117647058822,7.640317888313346,230.1356480007329
ALBHF,9,2.7649769585253456,10.0,7.235023041474655,
ALBT,7,0.4524247136999859,6.756756756756757,6.304332043056771,
ALBT,8,6.756756756756757,12.34567901234568,5.5889222555889235,
ALBY,2,5.172413793103448,10.294117647058822,5.121703853955374,22.592425449306404
ALBY,4,2.5,9.649122807017545,7.1491228070175445,22.592425449306404
ALBY,9,5.459057071960298,14.156626506024098,8.697569434063801,22.592425449306404
ALC,9,0.0,7.0588235294117645,7.0588235294117645,
ALCO,5,5.952380952380952,11.604095563139932,5.65171461075898,5.864027503242614
ALCO,9,2.931596091205212,11.452513966480447,8.520917875275234,5.864027503242614
ALDA,6,0.4018215912135012,8.540925266903916,8.139103675690414,30.617427950818893
ALDA,9,3.2085561497326207,12.23404255319149,9.025486403458869,30.617427950818893
ALDS,9,0.3988341770210155,6.748466257668712,6.349632080647696,
ALE,2,2.631578947368421,9.230769230769232,6.5991902834008105,-30.931992069273623
ALE,4,3.589743589743589,12.610619469026547,9.020875879282958,-30.931992069273623
ALE,9,3.7593984962406015,11.452513966480447,7.693115470239846,-30.931992069273623
ALEC,8,0.5016969160395455,11.650485436893204,11.148788520853659,
ALEX,5,3.903903903903904,8.93371757925072,5.029813675346816,-3.9471542611181656
ALFDF,9,0.3988341770210155,7.0588235294117645,6.659989352390749,
ALFFF,6,3.636363636363636,16.5266106442577,12.890247007894065,-21.66105687289178
ALFVF,7,5.58659217877095,10.687022900763358,5.100430721992408,85.32144955255893
ALG,2,3.260869565217391,11.18421052631579,7.923340961098399,16.749563242656517
ALG,5,3.903903903903904,12.761506276150628,8.857602372246724,16.749563242656517
ALGGY,8,3.636363636363636,11.728395061728394,8.092031425364759,-7.099427979616476
ALGN,2,6.849315068493151,12.087912087912088,5.238597019418936,190.5188413273804
ALGN,7,9.064327485380115,16.176470588235293,7.112143102855178,190.5188413273804
ALGT,9,3.7593984962406015,11.363636363636363,7.604237867395762,27.21118645127773
ALGWF,5,0.4798340033718065,10.344827586206897,9.86499358283509,
ALID,9,0.3988341770210155,11.258278145695364,10.859443968674348,
ALITF,1,8.88888888888889,15.384615384615383,6.495726495726494,37.37499565382814
ALITF,9,1.9900497512437807,7.55813953488372,5.568089783639939,37.37499565382814
ALIZF,4,2.5,12.610619469026547,10.110619469026547,-5.920572896362006
ALIZY,4,2.5,12.610619469026547,10.110619469026547,-6.786271734880948
ALK,9,2.0,11.363636363636363,9.363636363636363,-11.550091965608726
ALKEF,3,6.334841628959276,11.496746203904555,5.16190457494528,21.41453765473641
ALKEF,9,6.315789473684211,14.156626506024098,7.840837032339888,21.41453765473641
ALL,2,3.260869565217391,10.294117647058822,7.033248081841432,18.57949269070168
ALL,4,6.0,12.610619469026547,6.610619469026547,18.57949269070168
ALL,9,6.363636363636363,11.452513966480447,5.088877602844084,18.57949269070168
ALLE,6,8.860759493670885,20.0,11.139240506329115,22.117760212272696
ALLK,7,0.4524247136999859,10.687022900763358,10.234598187063373,
ALLK,9,6.60377358490566,15.66265060240964,9.05887701750398,
ALLO,7,0.4524247136999859,10.493827160493826,10.04140244679384,
ALLT,7,3.0303030303030303,10.024449877750612,6.994146847447582,102.86666615804036
ALME,1,2.2900763358778624,14.457831325301203,12.16775498942334,19.999999999985
ALME,8,5.666666666666666,11.347517730496454,5.680851063829788,19.999999999985
ALMMF,3,4.326923076923077,9.67741935483871,5.350496277915633,138.70967673709563
ALMTF,5,3.903903903903904,11.604095563139932,7.700191659236028,33.26287752696524
ALMTF,7,3.932584269662921,9.352517985611511,5.41993371594859,33.26287752696524
ALNPF,8,0.5016969160395455,12.258064516129032,11.756367600089487,-32.7557332430024
ALNPY,4,3.690036900369003,11.519607843137257,7.829570942768253,-24.453953711623168
ALNPY,6,12.910798122065728,36.03603603603604,23.12523791397031,-24.453953711623168
ALNPY,8,4.605263157894736,11.180124223602483,6.574861065707747,-24.453953711623168
ALNT,4,10.256410256410255,30.46875,20.212339743589745,31.159577799516
ALNT,7,5.921052631578947,16.176470588235293,10.255417956656347,31.159577799516
ALNY,4,4.040404040404041,9.876543209876544,5.836139169472504,121.81849602924416
ALOD,1,5.426356589147287,14.457831325301203,9.031474736153918,19.16667240982272
ALOD,8,4.545454545454546,11.180124223602483,6.6346696781479375,19.16667240982272
ALOT,2,3.2710280373831773,10.75268817204301,7.481660134659833,-3.2308849788348537
ALOT,5,0.0,5.555555555555555,5.555555555555555,-3.2308849788348537
ALOT,6,5.555555555555555,11.224489795918368,5.6689342403628125,-3.2308849788348537
ALPC,9,0.3988341770210155,14.066496163682864,13.667661986661848,
ALPE,1,3.375527426160337,13.924050632911392,10.548523206751055,-73.81770636781751
ALPE,4,5.323193916349809,11.519607843137257,6.196413926787447,-73.81770636781751
ALPP,5,0.4798340033718065,7.84313725490196,7.363303251530153,
ALPP,7,6.711409395973154,35.13513513513514,28.423725739161984,
