Security,Pattern,Early_Quality,Late_Quality,Change,Final_Return
ADWPF,Mixed/Unstable,10.083957091449188,6.4227624398485625,-3.661194651600625,-36.44465244564683
ADWYF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ADXDF,Mixed/Unstable,4.988089290627875,6.159507333420376,1.1714180427925012,267.7999821884553
ADXN,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ADXRF,Mixed/Unstable,10.276875071266304,5.333874759327858,-4.943000311938445,66.666672875484
ADXS,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ADYEY,Stayed with low performers,0.5563730801296484,4.897878180445473,4.341505100315825,
ADYRF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
ADYX,Mixed/Unstable,5.650986926408449,7.827876185364107,2.176889258955658,-98.37586148194202
ADYYF,Mixed/Unstable,0.5563730801296484,6.88097361606597,6.324600535936321,
AE,Mixed/Unstable,11.406122970167884,5.0339735776628975,-6.372149392504986,4.839615331680468
AEAE,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AEAEW,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AEBZY,Stayed with low performers,3.252247109600632,4.691087360311806,1.438840250711174,-27.85714353833879
AECFF,Stayed with low performers,0.5563730801296484,2.2107738420716925,1.654400761942044,
AECLY,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,0.0
AECX,Mixed/Unstable,3.1185304670069485,9.311976865095177,6.193446398088229,3540.0000042574766
AEDFF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AEE,Mixed/Unstable,5.006747638326586,8.159440576376772,3.152692938050186,6.998469844392392
AEG,Stayed with low performers,3.3172402833983585,3.53947812949702,0.2222378460986616,16.613345571572644
AEGXF,Mixed/Unstable,8.287513337123542,2.756901101112712,-5.53061223601083,13.542737970348004
AEGY,Mixed/Unstable,6.964469998525726,10.700843119542306,3.7363731210165794,0.0
AEHL,Mixed/Unstable,6.185558365900676,3.693024327379281,-2.4925340385213954,22.759856405701807
AEHR,Mixed/Unstable,5.608974358974359,6.5042212784296405,0.8952469194552819,719.1143543581413
AEI,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AEIS,Mixed/Unstable,8.200095971739385,8.146919842198812,-0.0531761295405726,57.12450668717198
AEM,Mixed/Unstable,11.600042469607686,8.790785970008535,-2.809256499599151,-6.178163782564608
AEMD,Mixed/Unstable,9.014388989441613,5.122126555048867,-3.8922624343927463,-15.254620124403482
AEMFF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AEMMF,Stayed with low performers,1.8873650334574925,0.4177926418194386,-1.4695723916380539,-46.74403259725173
AEMMY,Mixed/Unstable,12.399622973323465,6.13909657932431,-6.260526393999156,23.93800262933809
AENT,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AENTW,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AEO,Breakout (left high performers),10.37184505123861,4.9167711759708475,-5.455073875267763,62.5829879877714
AEON,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AEOXF,Mixed/Unstable,6.602344548647115,3.9281465752053992,-2.6741979734417156,-26.95013594953981
AEP,Mixed/Unstable,5.914275484629942,6.4405005012723135,0.5262250166423712,-12.104278559261516
AEPLF,Stayed with low performers,3.615887724735978,3.410156833648402,-0.20573089108757614,14.754100154721936
AEPT,Mixed/Unstable,7.734683786463722,6.121693121693121,-1.6129906647706012,-61.50582708693908
AER,Mixed/Unstable,8.919788438215873,8.388231524284793,-0.5315569139310803,4.213541826045546
AERG,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AERGP,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,0.0
AERN,Mixed/Unstable,6.787024452380259,1.0339115865577517,-5.753112865822508,0.0
AERS,Mixed/Unstable,6.982645765731753,7.572529317246622,0.5898835515148688,234.1389723761457
AERT,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AERTW,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AES,Mixed/Unstable,6.639145939417678,12.519276414991127,5.880130475573449,39.53405152011876
AESI,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AESO,Mixed/Unstable,2.633458403441139,5.144032921810699,2.5105745183695602,1450.0000836734955
AETHF,Stayed with low performers,0.5563730801296484,4.631409107742297,4.075036027612649,
AETUF,Stayed with low performers,4.721146947470667,4.544738415706157,-0.1764085317645101,120.53966009019976
AEVA,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AEVA-WT,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AEVIF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AEXAF,Mixed/Unstable,10.32128002716238,5.179541247652703,-5.141738779509677,-27.115151337456705
AEXAY,Mixed/Unstable,8.353324098224439,5.063046474089419,-3.29027762413502,
AEXE,Mixed/Unstable,7.116920797260259,3.4579784428642513,-3.658942354396008,-25.925926524756854
AEXFF,Mixed/Unstable,5.661535528589954,7.244121891180714,1.5825863625907601,-19.99999441206428
AEYE,Mixed/Unstable,6.201397834072801,7.222902344853563,1.0215045107807619,247.4744296264232
AEYGQ,Mixed/Unstable,9.660493201165194,10.164884891679394,0.5043916905142005,13.478195913575195
AFAR,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AFBI,Mixed/Unstable,0.5563730801296484,5.464871227182154,4.908498147052505,
AFCG,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AFCL,Mixed/Unstable,5.203368671331686,2.65609287382182,-2.5472757975098657,900.0
AFDG,Stayed with high performers,10.94755258658396,10.372536278969028,-0.5750163076149324,2389.9999757856576
AFFL,Stayed with low performers,4.684412695699973,3.6855936976868535,-0.9988189980131197,1900.0001455190527
AFFN,Mixed/Unstable,6.125022440008409,0.4177926418194386,-5.70722979818897,99900.0002910375
AFFS,Mixed/Unstable,6.7155461583421685,7.604034041842833,0.8884878835006642,
AFFT,Mixed/Unstable,0.5563730801296484,7.267060188306928,6.71068710817728,
AFFU,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AFFY,Mixed/Unstable,6.475702296597819,5.585478462836953,-0.8902238337608663,-69.35672578695906
AFG,Breakout (left high performers),10.600917268734948,4.770164476046829,-5.830752792688119,26.320020933723463
AFGE,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AFGVF,Stayed with low performers,3.2251593630121724,3.434080935723859,0.20892157271168665,0.0
AFGVY,Mixed/Unstable,10.413743335622936,5.469131308228505,-4.944612027394431,10.98155021458844
AFGYF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,105.33332406150012
AFIB,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AFIIQ,Mixed/Unstable,4.352920895865053,5.346198546870465,0.9932776510054113,
AFJK,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AFJKR,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AFJKU,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AFL,Mixed/Unstable,6.830302213141767,6.240063593004769,-0.590238620136998,0.6657596202780333
AFLYY,Mixed/Unstable,8.567476753484735,7.056764668448516,-1.5107120850362188,-56.40649363436812
AFMD,Mixed/Unstable,7.384143469723384,8.266440665373688,0.8822971956503043,106.07217481426184
AFMJF,Mixed/Unstable,5.034600408435012,3.608946127496775,-1.4256542809382373,391.1764830918052
AFML,Breakout (left high performers),10.939042957337506,4.365217681426691,-6.5738252759108144,800.0000072759125
AFNL,Mixed/Unstable,9.273877785818998,9.461448140554811,0.18757035473581318,116.00000000000004
AFOM,Mixed/Unstable,0.5563730801296484,5.660751346687498,5.104378266557849,
AFPW,Mixed/Unstable,5.577710311645231,6.5316714239520595,0.9539611123068283,280.00001018629763
AFRAF,Mixed/Unstable,9.78970803694051,8.045267489711934,-1.7444405472285762,-53.20582715876958
AFRI,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AFRIW,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AFRM,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AFRMF,Mixed/Unstable,5.982232002574578,8.208509240777515,2.226277238202937,975.2688508004152
AFSIA,Mixed/Unstable,8.336257947916208,6.702663195328282,-1.6335947525879257,6.256821876813941
AFSIB,Mixed/Unstable,6.750322790093603,6.702663195328282,-0.04765959476532089,
AFSIC,Mixed/Unstable,7.899148352657552,6.702663195328282,-1.1964851573292705,12.004184809570798
AFSIM,Mixed/Unstable,4.367478525882887,6.702663195328282,2.335184669445395,
AFSIN,Mixed/Unstable,4.367478525882887,6.702663195328282,2.335184669445395,
AFSIP,Mixed/Unstable,7.595398723587993,6.702663195328282,-0.8927355282597116,
AFTM,Mixed/Unstable,6.769168850892501,5.259495347786107,-1.5096735031063941,-98.44297385958602
AFTTF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AFXXF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AFYA,Stayed with low performers,0.5563730801296484,4.37819121541735,3.8218181352877014,
AFYG,Mixed/Unstable,4.2323343506612625,7.3129808160483,3.080646465387037,-3.633733046924628
AG,Mixed/Unstable,12.170197913569552,8.66382685959789,-3.5063710539716624,10.0420459683141
AGAE,Mixed/Unstable,0.5563730801296484,8.805352458237389,8.248979378107741,
AGBA,Stayed with low performers,0.5563730801296484,4.37819121541735,3.8218181352877014,
AGBAW,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AGBIF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AGCCF,Mixed/Unstable,14.829144620811286,7.678388023857198,-7.150756596954088,115.7407395526338
AGCO,Mixed/Unstable,8.379235177042112,6.811979443558392,-1.5672557334837203,67.82877481164422
AGCZ,Mixed/Unstable,4.567552703016359,6.08489614841702,1.5173434454006607,-39.37008011442054
AGDXF,Mixed/Unstable,8.865408980483778,6.102568734147681,-2.762840246336097,44.33332593449301
AGDY,Mixed/Unstable,8.845679244505815,13.157829834236997,4.312150589731182,78.67713792412691
AGEN,Mixed/Unstable,8.331950895819508,5.336151322920014,-2.995799572899494,118.27572170713488
AGESF,Mixed/Unstable,11.928289102202145,8.442195398581285,-3.4860937036208597,-16.841729380192152
AGESY,Breakout (left high performers),10.964552688690619,4.633995755354042,-6.3305569333365765,-16.098240898986916
AGFAF,Mixed/Unstable,2.5113705507953097,6.202804746494066,3.6914341956987564,
AGFMF,Mixed/Unstable,4.681898884797436,6.863050144300144,2.181151259502708,38.08558623407212
AGFY,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AGGG,Mixed/Unstable,0.5563730801296484,5.963976122771911,5.407603042642262,
AGGHF,Stayed with low performers,0.5563730801296484,3.195433877237407,2.6390607971077586,
AGGI,Mixed/Unstable,5.6089639418477875,8.52664114647674,2.9176772046289523,372.10359370744646
AGGZF,Mixed/Unstable,5.205275025067057,5.473663763137448,0.26838873807039043,-26.601923322582188
AGI,Mixed/Unstable,7.503763710660263,8.66382685959789,1.1600631489376267,43.64640470719179
AGILQ,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AGIN,Mixed/Unstable,5.9572103362045015,1.4229649516122047,-4.534245384592297,919.2156492866012
AGIO,Mixed/Unstable,6.548240039230424,5.088386243234034,-1.4598537959963904,38.36596787741223
AGL,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AGLDF,Mixed/Unstable,15.23992615613462,6.008403361344538,-9.231522794790083,
AGLFF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AGLXY,Mixed/Unstable,6.65848772666583,11.282021208000684,4.623533481334854,-67.93802132752262
AGLY,Stayed with low performers,0.5563730801296484,0.9412026720458281,0.3848295919161797,
AGM,Mixed/Unstable,5.392345345328365,7.326496388028896,1.934151042700531,32.68926860921965
AGM-A,Mixed/Unstable,14.75031599662205,7.326496388028896,-7.423819608593154,38.47481824833428
AGMH,Mixed/Unstable,0.5563730801296484,8.482459393818463,7.926086313688814,
AGMJF,Mixed/Unstable,6.5415245562304385,6.318206359827748,-0.22331819640269046,31.88410127134698
AGMRF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AGNC,Mixed/Unstable,7.4457913652990015,5.975359852258333,-1.4704315130406682,-3.184483842928136
AGNCL,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AGNMF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AGNPF,Stayed with low performers,0.5563730801296484,4.698300241989561,4.141927161859913,
AGNY,Mixed/Unstable,5.927068245908825,0.4177926418194386,-5.509275604089386,309.83605596270195
AGO,Mixed/Unstable,7.500709493976316,10.102608211413717,2.6018987174374004,2.354200923423706
AGOAF,Mixed/Unstable,10.803973564285391,6.416681978935511,-4.38729158534988,-13.571431707514868
AGORF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AGPPF,Mixed/Unstable,7.356711915535445,11.603432392521464,4.246720476986019,20.056456412492167
AGPYY,Mixed/Unstable,7.11300563874277,2.72259900843941,-4.39040663030336,-35.76187010728415
AGQPF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AGR,Mixed/Unstable,2.3948308924298076,6.134978734739659,3.740147842309851,
AGRDF,Mixed/Unstable,7.101515078680161,5.728913852483646,-1.3726012261965153,64.34714128142109
AGREF,Mixed/Unstable,4.135813939011652,9.103620946864991,4.967807007853339,1600.0000223517418
AGRI,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AGRO,Mixed/Unstable,7.740503724036782,4.224749167802179,-3.5157545562346026,47.33874936326507
AGRPF,Stayed with low performers,0.5563730801296484,2.2107738420716925,1.654400761942044,0.0
AGRPY,Mixed/Unstable,9.880436631101661,5.012313601644865,-4.868123029456796,-8.372245531909549
AGRS,Mixed/Unstable,15.222762776825464,7.301807301807302,-7.920955475018162,25.000003637979614
AGRUF,Stayed with high performers,12.012679085643335,15.689406132640007,3.676727046996673,10.822735535894417
AGS,Mixed/Unstable,0.5563730801296484,8.789030075355825,8.232656995226177,
AGSS,Mixed/Unstable,8.937975523337759,7.93766330720418,-1.0003122161335787,33636.53894090793
AGSVF,Mixed/Unstable,7.978788383721156,12.267452161587528,4.288663777866372,-47.45850634807077
AGTEF,Mixed/Unstable,8.442466457733632,4.7445507682489465,-3.6979156894846854,-14.79392078417288
AGTK,Mixed/Unstable,5.054339010543391,5.054780541601942,0.00044153105855126995,-99.3602193166281
AGTT,Mixed/Unstable,7.567081956261923,9.645444245568996,2.078362289307073,-91.3150685749408
AGTX,Mixed/Unstable,5.32664274330214,3.701019843044564,-1.6256229002575764,
AGX,Mixed/Unstable,7.799581371009943,7.750770960137146,-0.048810410872796695,13.210495428502488
AGXKF,Joined high performers,3.885316472423638,14.621350473918936,10.736034001495298,-3.02857058388846
AGXPF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AGXTF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AGXXF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AGYP,Breakout (left high performers),12.024589764383174,4.6745014245014245,-7.35008833988175,12104.258875935337
AGYS,Mixed/Unstable,7.066258187135138,13.035851105805358,5.96959291867022,106.89912179092514
AGYTF,Breakout (left high performers),10.375221933192947,4.773346056370187,-5.60187587682276,170.0000008765389
AGZNF,Mixed/Unstable,8.483563608284383,9.388794567062819,0.9052309587784357,
AHAG,Mixed/Unstable,6.522909344225958,10.023737791605889,3.5008284473799307,-69.34866052723763
AHAHF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AHCHF,Mixed/Unstable,5.770986646969736,7.430246356898795,1.6592597099290591,-7.891636473666402
AHCHY,Mixed/Unstable,5.770986646969736,7.601384489820369,1.8303978428506325,-9.239857170343194
AHCO,Mixed/Unstable,0.5563730801296484,9.385655496766608,8.82928241663696,
AHELF,Breakout (left high performers),14.3240952996728,2.273825926770549,-12.050269372902251,41896.99921660295
AHEXF,Breakout (left high performers),11.173280842270389,3.915026349845526,-7.258254492424863,-7.087466194437637
AHEXY,Mixed/Unstable,8.278679818587234,9.072552372920223,0.7938725543329888,-11.77644016203548
AHFCF,Mixed/Unstable,8.409514121545898,7.118671827628397,-1.2908422939175015,266.6666728754841
AHFD,Mixed/Unstable,5.358041960005427,2.7196961389420586,-2.6383458210633686,754.0000458384857
AHFI,Mixed/Unstable,11.173640266050285,9.779991325286788,-1.3936489407634962,402810.013244426
AHG,Stayed with low performers,0.5563730801296484,3.8090631941390183,3.25269011400937,
AHGIF,Mixed/Unstable,0.5563730801296484,5.71256038647343,5.1561873063437815,
AHH,Stayed with high performers,12.199685888217957,11.089768864600659,-1.1099170236172977,-25.97181995160277
AHIX,Mixed/Unstable,7.400125553354765,7.589259909538879,0.18913435618411434,-55.97777824652047
AHKSY,Mixed/Unstable,10.191887926467693,5.463740109409401,-4.728147817058292,-3.407844679588011
AHLAS,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AHNR,Mixed/Unstable,8.139929762249578,7.356360952790685,-0.7835688094588926,136.36363913451356
AHODF,Mixed/Unstable,11.073124406457742,9.118655740441872,-1.9544686660158703,30.492324867146856
AHOTF,Mixed/Unstable,6.8160014214186715,6.153414075825796,-0.6625873455928755,-34.48967678371046
AHPIQ,Mixed/Unstable,4.66557843148525,6.204072272183727,1.538493840698477,422.1295229352187
AHR,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AHRO,Mixed/Unstable,10.70581442674466,6.0654259018267185,-4.640388524917941,-96.72651920294632
AHT,Mixed/Unstable,3.58529520586241,5.0810064080206265,1.4957112021582164,-94.76652881594048
AHWSF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AI,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AIABF,Mixed/Unstable,5.551442394968604,4.2085046162140305,-1.3429377787545738,-62.93650728699903
AIAD,Mixed/Unstable,9.795256486432956,3.349003576903423,-6.446252909529534,418.4263004750903
AIAGF,Mixed/Unstable,6.949243523289405,3.647562376350161,-3.3016811469392437,118.3622870123376
AIAGY,Breakout (left high performers),12.977340987168779,2.5830620965656905,-10.394278890603088,47.33991779777004
AIAPF,Stayed with low performers,0.5563730801296484,2.260961344745677,1.7045882646160284,
AIBGY,Stayed with low performers,0.5563730801296484,3.86468532216155,3.3083122420319016,
AICAF,Mixed/Unstable,5.9047916402071605,6.740378520905822,0.8355868806986617,-25.54347935240071
AICOF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AIDA,Mixed/Unstable,9.203643578643579,7.650708407844071,-1.5529351707995076,-58.94909649090992
AIEV,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AIFF,Stayed with low performers,4.633165077005657,3.8599658636803995,-0.7731992133252574,1945.333346162019
AIFLF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,0.0
AIFLY,Mixed/Unstable,8.233605267889248,3.4201444674910344,-4.813460800398213,41.0256441606652
AIFS,Mixed/Unstable,9.766136695440695,11.034333134457883,1.2681964390171885,-40.14084695043415
AIG,Mixed/Unstable,6.395265224846507,7.940638736530906,1.5453735116843994,5.80331994031441
AIGFF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AIHLF,Stayed with low performers,1.5410035730243579,0.4177926418194386,-1.1232109312049192,0.0
AIHS,Stayed with low performers,0.5563730801296484,3.994487802353571,3.4381147222239226,
AIHZF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AIIXY,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AIJTY,Stayed with low performers,0.5563730801296484,4.24090419563646,3.684531115506812,
AIKO,Mixed/Unstable,8.988478785358385,5.529591736488288,-3.458887048870097,-97.80123120096395
AILE,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AILEW,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AILIH,Mixed/Unstable,11.162614883545118,8.909322794476546,-2.2532920890685713,1.0844060674644314
AILIM,Mixed/Unstable,8.041559835901621,2.397523972483795,-5.644035863417827,0.0197986565013923
AILIN,Mixed/Unstable,6.015477092010602,9.922736640017185,3.907259548006582,-1.8600006103515625
AILLM,Mixed/Unstable,12.23651313831337,8.031163803363157,-4.205349334950213,0.1551912087589746
AILLN,Stayed with high performers,10.121430490368054,11.219695116980517,1.0982646266124636,3.238614526125461
AILLO,Mixed/Unstable,11.843099429306326,6.257525390152974,-5.585574039153352,-1.810997772216794
AILQF,Mixed/Unstable,8.440917391977619,6.780840991367306,-1.660076400610313,59.07885865213645
AIM,Mixed/Unstable,5.066981289570447,4.828819621870209,-0.23816166770023806,247.7477520242274
AIMAW,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AIMD,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AIMDW,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AIMFF,Mixed/Unstable,4.567906382891092,6.151389345443182,1.5834829625520896,39.284383662251
AIMH,Mixed/Unstable,6.74931129476584,5.311419305129997,-1.437891989635843,1303.2863552883366
AIMLF,Mixed/Unstable,9.202927827096596,7.412340286761285,-1.790587540335311,389.366326666933
AIN,Mixed/Unstable,4.913903948885855,7.240676837037811,2.3267728881519565,-4.912614984651398
AINMF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AINSF,Mixed/Unstable,3.905718792148295,5.139843071731616,1.234124279583321,61.57323602722433
AIOT,Mixed/Unstable,7.535726570708476,4.62401795735129,-2.9117086133571863,10.122049282986296
AIP,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AIPG,Mixed/Unstable,8.68344625460375,12.081451432277198,3.398005177673449,-94.09055154411088
AIPUF,Mixed/Unstable,0.5563730801296484,8.575880065045936,8.019506984916289,34.02060968790517
AIPUY,Mixed/Unstable,3.876274495395162,8.791599218935923,4.9153247235407616,-25.437759961452244
AIQUF,Mixed/Unstable,12.919611287347534,9.136392028854099,-3.7832192584934354,28.276839961156963
AIQUY,Mixed/Unstable,10.789916474875383,9.77400146928044,-1.0159150055949429,24.90090021534041
AIR,Mixed/Unstable,7.318511868308897,7.1421211929374735,-0.17639067537142328,-18.647800941230688
AIRE,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AIRG,Stayed with low performers,0.5563730801296484,4.867520608094537,4.311147527964889,
AIRI,Mixed/Unstable,5.21903336292616,2.84049479948295,-2.3785385634432097,-9.458298310949315
AIRJ,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AIRJW,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AIRRF,Mixed/Unstable,10.495084932980399,8.55365655156377,-1.9414283814166282,-55.71086241903527
AIRS,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AIRT,Mixed/Unstable,13.112733131530122,8.783308696109533,-4.32942443542059,42.94081622766062
AIRYY,Mixed/Unstable,5.973343249127041,6.5269951898045315,0.5536519406774909,-25.43505300285558
AISP,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AISPW,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AISSF,Stayed with low performers,0.5563730801296484,3.955444232948421,3.3990711528187725,
AISXF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AIT,Mixed/Unstable,7.998952201850752,8.336924513395102,0.33797231154435003,64.17571710592898
AITLF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AITR,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AITRR,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AITRU,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AITTF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AITVF,Mixed/Unstable,9.894233141465614,3.6727153678756856,-6.2215177735899285,241.3994106037825
AITX,Stayed with low performers,4.4416884417855655,3.599857905968624,-0.8418305358169413,-97.20072727650404
AIV,Mixed/Unstable,7.730422465462119,9.711013266862809,1.9805908014006892,-2.412604669730756
AIVAF,Stayed with low performers,4.211557229752102,3.1120053655264925,-1.0995518642256092,1.6122977855768332
AIVN,Mixed/Unstable,11.045305269443203,8.998212971722905,-2.0470922977202974,194.16961557366216
AIXI,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AIXN,Mixed/Unstable,6.6952582085664645,9.925663584231792,3.2304053756653275,-28.79705885231616
AIXXF,Stayed with low performers,4.771950210498138,3.3425334028368408,-1.4294168076612976,137.6809143878193
AIZ,Mixed/Unstable,9.551049141611408,7.8477021003250735,-1.7033470412863343,27.02040603654939
AIZN,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AJG,Joined high performers,2.8885423295361186,11.677842486677958,8.78930015714184,68.94270890102823
AJIA,Stayed with low performers,0.5563730801296484,3.359167276220082,2.8027941960904337,
AJINY,Mixed/Unstable,13.061486619218158,7.1556860033346625,-5.9058006158834955,53.28110606565559
AJLGF,Mixed/Unstable,10.435455255127387,6.580010681835522,-3.855444573291865,-75.8662503335484
AJMPF,Mixed/Unstable,3.1087585837410505,8.099186410319039,4.990427826577989,-26.299118096408986
AJOY,Mixed/Unstable,5.294102396245861,9.363061575163071,4.06895917891721,-4.444443543016151
AJX,Mixed/Unstable,9.163914445230793,7.958163730840102,-1.2057507143906907,
AJYG,Stayed with low performers,0.5563730801296484,2.6617984696288257,2.1054253894991772,
AKA,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AKAAF,Stayed with low performers,4.132988503127309,3.6855936976868535,-0.4473948054404553,69.06423335173073
AKAM,Mixed/Unstable,5.793999091530128,10.866037128979094,5.072038037448967,16.100678508772575
AKAN,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AKBA,Mixed/Unstable,8.997300511882907,4.049190117301572,-4.9481103945813345,-30.785099392513747
AKBIF,Mixed/Unstable,4.259031275609122,7.09197252221755,2.832941246608428,-23.874774188354515
AKBKF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,0.0
AKBLF,Stayed with high performers,10.74833981211532,11.329856689181563,0.5815168770662424,100.04204132866184
AKBTY,Mixed/Unstable,8.655157941592782,5.407217356257434,-3.247940585335347,-47.19485990371075
AKCCF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AKEMF,Mixed/Unstable,6.464659194024077,8.490458679951674,2.025799485927597,-57.94392502214704
AKESF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AKHOF,Stayed with low performers,0.5563730801296484,0.4177926418194386,-0.13858043831020977,
AKKVF,Stayed with low performers,4.851111749905909,4.158034124676082,-0.6930776252298276,-43.93382403293823
