Variable Name,State,Price,Volume,Type,RPS,End Timepoint
SLRN,4.190954314317779,24.25,632440.0,Short,0,2209
SN,5.315036900465256,30.100000381469727,2322910.0,Short,0,2209
SVV,3.7717100400006873,23.850000381469727,217040.0,Short,0,2209
TLN,4.821561077824379,54.0,161260.0,Short,0,2209
TLNE,4.821561077824379,54.0,161258.8,Short,0,2209
TPG,4.283532781955712,29.790000915527344,514870.0,Short,0,2209
UHAL-B,4.380288600765505,57.56999969482422,256135.9,Short,0,2209
VTMX,4.540212732887168,34.25,186490.0,Short,0,2209
VTS,4.369075922339885,24.56999969482422,327300.0,Short,0,2209
VTYX,3.696786510712195,32.970001220703125,442850.0,Short,0,2209
LSEA,4.773855825958099,11.850000381469728,237950.0,Short,0,2209
ROCK,4.1616268702782495,74.12999725341797,156260.0,Short,0,2209
VRT,3.586355891416709,35.720001220703125,10840640.0,Short,0,2209
REEMF,3.6659182042074105,0.8100000023841858,194400.0,Short,0,2209
CAMT,3.5040835303257487,47.630001068115234,402940.0,Short,0,2209
DFH,4.035385914817438,30.5,382590.0,Short,0,2209
CWEN-A,-3.13969364868128,22.8700008392334,232312.1,Long,0,2210
ACLX,3.943354459753687,34.810001373291016,429930.0,Short,0,2210
AESI,4.51729481682668,20.850000381469727,379210.0,Short,0,2210
AIXI,5.1003736251823595,66.95999908447266,100075.5,Short,0,2210
AMLX,3.435535926445045,21.709999084472656,1070140.0,Short,0,2210
APGE,3.668868384160142,21.459999084472656,148970.0,Short,0,2210
ATAT,4.560237061778569,21.030000686645508,490720.0,Short,0,2210
ATLX,5.889985376111667,29.030000686645508,107050.0,Short,0,2210
ATMU,3.7318759547684817,22.950000762939453,267760.0,Short,0,2210
BAM,4.293243236959064,32.9900016784668,902310.0,Short,0,2210
BHVN,3.512916356611171,20.280000686645508,1492400.0,Short,0,2210
BJDX,5.556465766967322,70.55999755859375,306654.1,Short,0,2210
BLCO,3.5164035563036533,18.600000381469727,564620.0,Short,0,2210
BRZE,4.231841542323012,40.38999938964844,585150.0,Short,0,2210
CAVA,4.90780415095628,50.5099983215332,1119460.0,Short,0,2210
CEG,4.772209073234082,104.80999755859376,1715860.0,Short,0,2210
COCO,4.407347063670715,26.649999618530277,1061430.0,Short,0,2210
CR,4.318732895732856,90.31999969482422,249900.0,Short,0,2210
CRBG,4.123865696617848,19.38999938964844,1829550.0,Short,0,2210
EE,4.293993778659688,21.5,120860.0,Short,0,2210
EMBC,3.7036467931035912,22.170000076293945,694550.0,Short,0,2210
ESAB,4.614587181824193,72.0199966430664,274010.0,Short,0,2210
FG,5.3139754279126015,28.1299991607666,122570.0,Short,0,2210
FLNC,4.41003548870948,27.6200008392334,983980.0,Short,0,2210
FTRE,4.1239207947564225,30.6299991607666,1174710.0,Short,0,2210
GEHC,3.756809316470754,73.93000030517578,2714540.0,Short,0,2210
GENK,3.5758515075010653,20.21999931335449,135230.0,Short,0,2210
GFS,4.035125240952646,60.130001068115234,1770260.0,Short,0,2210
GPCR,3.7371597367951788,30.0,720090.0,Short,0,2210
GTLB,4.084880112011455,45.45000076293945,1257930.0,Short,0,2210
HCP,4.112390946367818,28.850000381469727,1563200.0,Short,0,2210
INFA,4.57952150495677,21.18000030517578,620480.0,Short,0,2210
IOT,3.8498506390784093,24.670000076293945,2471290.0,Short,0,2210
KNF,5.4939505355530684,51.5,507580.0,Short,0,2210
KVUE,3.4872831317429656,23.3799991607666,15359640.0,Short,0,2210
LLYVK,7.603051054815909,33.810001373291016,255890.0,Short,0,2210
MBLY,3.968911764362505,38.61000061035156,3150780.0,Short,0,2210
MSGE,3.8434363257286868,32.849998474121094,257590.0,Short,0,2210
NXT,4.454135056886943,41.22999954223633,1867980.0,Short,0,2210
ODD,5.768049611139524,50.810001373291016,570020.0,Short,0,2210
PHIN,4.249013706170041,27.920000076293945,870430.0,Short,0,2210
RIVN,4.095399170019974,24.799999237060547,47674230.4,Short,0,2210
RXO,3.5859829274921746,19.850000381469727,792440.0,Short,0,2210
SDRL,4.695450090462636,46.09000015258789,766000.0,Short,0,2210
SKWD,4.173052818789926,24.3799991607666,232360.0,Short,0,2210
SLRN,4.387301066300833,24.559999465942383,667950.0,Short,0,2210
SN,5.065452178175285,28.8700008392334,2489220.0,Short,0,2210
SVV,3.7033969535737903,23.190000534057617,203950.0,Short,0,2210
TLN,4.979473752135654,55.0,122410.0,Short,0,2210
TLNE,4.979473752135654,55.0,122416.9,Short,0,2210
TPG,3.8905765919020765,27.6200008392334,605200.0,Short,0,2210
UHAL-B,4.293023654818944,55.93000030517578,249262.9,Short,0,2210
VTMX,4.555277436461554,33.95000076293945,191990.0,Short,0,2210
VTS,4.559201578841002,24.809999465942383,322980.0,Short,0,2210
VTYX,3.81952952712479,33.060001373291016,470890.0,Short,0,2210
VRT,3.4363697599389122,36.220001220703125,11344240.0,Short,0,2210
DHC,3.9250400073085125,3.259999990463257,2107550.0,Short,0,2210
DFH,4.10103426346853,30.489999771118164,416680.0,Short,0,2210
