Variable Name,State,Price,Volume,Type,RPS,End Timepoint,Entry_Price,Exit_Price,Entry_Timepoint,Exit_Timepoint,Holding_Period,Final_Return,Positive_Return_Count,Position_Closed
UHAL-B,3.7088779492004544,57.209999084472656,281209.0,Short,0,2204,55.77999877929688,53.7599983215332,2205,2214,9,0.03621370566457265,5,True
VTMX,4.3174784842608736,36.27000045776367,197360.0,Short,0,2204,34.59000015258789,34.02000045776367,2205,2210,5,0.016478742188776013,5,True
VTS,3.793029209837188,25.190000534057617,265700.0,Short,0,2204,23.459999084472656,22.729999542236328,2205,2219,14,0.031116776245719846,5,True
VTYX,3.684599372228009,37.04999923706055,425930.0,Short,0,2204,36.68000030517578,32.779998779296875,2205,2210,5,0.10632501345231972,5,True
QSI,3.627348575973098,3.890000104904175,3563410.0,Short,0,2204,3.3949999809265137,2.180000066757202,2205,2211,6,0.3578792108970002,5,True
IONQ,3.4812816130059097,19.25,10509580.0,Short,0,2204,18.32999992370605,14.489999771118164,2205,2210,5,0.2094926442209988,5,True
CAMT,3.946347697360836,47.61000061035156,471540.0,Short,0,2204,45.709999084472656,58.95000076293945,2205,2225,20,-0.28965219741087955,1,False
XPO,3.452988986987428,69.23999786376953,2559050.0,Short,0,2204,68.29000091552734,73.5,2205,2225,20,-0.07629226848184212,0,False
MLTX,3.5655532527094462,60.810001373291016,489330.0,Short,0,2204,57.83000183105469,54.22999954223633,2205,2210,5,0.062251464202533704,5,True
AESI,3.946105324572787,21.39999961853028,439410.0,Short,0,2205,20.979999542236328,20.239999771118164,2206,2211,5,0.03527167718132777,5,True
AIXI,6.623314965360021,90.36000061035156,108492.2,Short,0,2205,73.62000274658203,72.36000061035156,2206,2211,5,0.01711494280389669,5,True
BAM,3.5390479266030392,33.34000015258789,763670.0,Short,0,2205,32.33000183105469,34.54999923706055,2206,2226,20,-0.06866678874955812,0,False
BLTE,3.484010408953484,21.809999465942383,108110.0,Short,0,2205,21.920000076293945,34.349998474121094,2206,2226,20,-0.5670619687300983,0,False
BRZE,4.003918529924489,44.369998931884766,428040.0,Short,0,2205,42.56999969482422,41.59000015258789,2206,2211,5,0.02302089615367038,5,True
CAVA,5.120903184355441,56.9900016784668,1403630.0,Short,0,2205,55.68000030517578,48.09000015258789,2206,2211,5,0.13631465716573202,5,True
CEG,3.6550524267139943,96.3000030517578,1631590.0,Short,0,2205,101.13999938964844,104.16000366210938,2206,2226,20,-0.02985964297692127,0,False
COCO,3.476887129890056,26.38999938964844,398440.0,Short,0,2205,24.489999771118164,28.290000915527344,2206,2226,20,-0.1551654218017038,0,False
CR,3.758084325999104,92.69000244140624,277620.0,Short,0,2205,92.0999984741211,89.69999694824219,2206,2211,5,0.0260586489211862,5,True
ESAB,4.00120182154417,73.3499984741211,308690.0,Short,0,2205,72.72000122070312,71.37000274658203,2206,2212,6,0.018564335141082945,5,True
FLNC,3.893706682154228,28.850000381469727,859460.0,Short,0,2205,28.36000061035156,24.96999931335449,2206,2212,6,0.11953459887302333,5,True
FTRE,3.426754504959736,30.809999465942383,1183850.0,Short,0,2205,30.290000915527344,27.18000030517578,2206,2214,8,0.1026741669313488,5,True
GFS,3.428132197748845,62.22999954223633,1949460.0,Short,0,2205,59.65999984741211,56.880001068115234,2206,2212,6,0.04659736484088281,5,True
GPCR,4.032166473572288,36.41999816894531,155010.0,Short,0,2205,31.71999931335449,29.350000381469727,2206,2211,5,0.07471623528336474,5,True
GTLB,3.6620640501871495,48.5,1443970.0,Short,0,2205,47.04999923706055,45.77999877929688,2206,2213,7,0.02699257127220749,5,True
IOT,3.732031022590746,27.459999084472656,2167370.0,Short,0,2205,26.739999771118164,23.850000381469727,2206,2211,5,0.10807776418793846,5,True
KNF,3.871767630973056,43.77000045776367,331320.0,Short,0,2205,45.2400016784668,51.459999084472656,2206,2226,20,-0.13748888539423806,0,False
KSCP,4.466300306011141,71.5,106670.0,Short,0,2205,65.0,59.5,2206,2215,9,0.08461538461538462,5,True
NXT,3.9781560093288575,43.34000015258789,1877450.0,Short,0,2205,41.13999938964844,40.900001525878906,2206,2214,8,0.005833686614733374,5,True
ODD,5.829267597662923,53.2599983215332,1442580.0,Short,0,2205,55.400001525878906,54.77000045776367,2206,2211,5,0.011371860122078572,5,True
PHIN,3.797182836909319,29.059999465942383,1297020.0,Short,0,2205,28.84000015258789,28.690000534057617,2206,2211,5,0.005201096315417792,5,True
RIVN,3.915821099519555,27.299999237060547,58971290.4,Short,0,2205,26.5,21.90999984741211,2206,2211,5,0.17320755292784493,5,True
SDRL,4.173110540355739,47.66999816894531,958580.0,Short,0,2205,47.0,48.650001525878906,2206,2226,20,-0.03510641544423205,3,False
SLRN,3.6414779105351434,24.63999938964844,496890.0,Short,0,2205,23.979999542236328,25.32999992370605,2206,2226,20,-0.05629693107758185,0,False
SN,7.155919950195958,40.02000045776367,321240.0,Short,0,2205,30.049999237060547,34.91999816894531,2206,2226,20,-0.16206319652343334,3,False
TLN,4.2447416271528775,54.09999847412109,137870.0,Short,0,2205,53.75,53.650001525878906,2206,2221,15,0.0018604367278343024,5,True
TLNE,4.2447416271528775,54.09999847412109,137870.2,Short,0,2205,53.75,53.650001525878906,2206,2221,15,0.0018604367278343024,5,True
TPG,3.493266112140914,29.51000022888184,483100.0,Short,0,2205,29.299999237060547,27.280000686645508,2206,2213,7,0.06894193184346617,5,True
UHAL-B,3.676195247642813,57.25,282318.4,Short,0,2205,56.970001220703125,54.720001220703125,2206,2213,7,0.03949446992783881,5,True
VTMX,4.162559696457114,35.630001068115234,186780.0,Short,0,2205,33.470001220703125,37.13999938964844,2206,2226,20,-0.10965037451732171,0,False
VTS,3.6478368138573702,24.530000686645508,320260.0,Short,0,2205,24.049999237060547,23.280000686645508,2206,2218,12,0.03201657275849254,5,True
VTYX,3.692653585204049,37.18999862670898,450730.0,Short,0,2205,35.56999969482422,34.869998931884766,2206,2211,5,0.01967952681881271,5,True
LII,3.564829890749188,374.9800109863281,381910.0,Short,0,2205,373.6099853515625,372.6600036621094,2206,2213,7,0.0025427095813812463,5,True
QSI,3.4830687671109954,3.7100000381469727,3308890.0,Short,0,2205,3.5350000858306885,2.180000066757202,2206,2211,5,0.3833097556361375,5,True
LI,3.4346389244964235,44.369998931884766,7168720.0,Short,0,2205,46.540000915527344,40.470001220703125,2206,2212,6,0.13042543135831908,5,True
JOE,3.4984395140293048,62.900001525878906,255690.0,Short,0,2205,60.90999984741211,59.13999938964844,2206,2219,13,0.02905927536033107,5,True
AESI,3.939614294378225,20.86000061035156,470760.0,Short,0,2206,20.920000076293945,20.440000534057617,2207,2212,5,0.02294452870391011,5,True
AIXI,5.26162462567169,75.33000183105469,115290.0,Short,0,2206,68.30999755859375,40.5,2207,2215,8,0.4071146033161453,5,True
ATAT,3.567514570231673,20.059999465942383,368890.0,Short,0,2206,21.040000915527344,20.90999984741211,2207,2214,7,0.006178757721407449,5,True
BAM,3.4215061318795863,32.279998779296875,786390.0,Short,0,2206,32.900001525878906,34.88999938964844,2207,2227,20,-0.06048625445212254,1,False
BLTE,3.432837312845093,21.100000381469727,105550.0,Short,0,2206,24.25,23.100000381469727,2207,2213,6,0.04742266468166076,5,True
BRZE,3.792959202023425,42.43000030517578,426380.0,Short,0,2206,41.34999847412109,39.70000076293945,2207,2216,9,0.03990321093274732,5,True
CAVA,4.906931726921584,55.31999969482422,1369430.0,Short,0,2206,53.43999862670898,48.47999954223633,2207,2212,5,0.09281435651073675,5,True
CEG,3.642209714683365,95.5500030517578,1657090.0,Short,0,2206,103.94000244140624,107.29000091552734,2207,2227,20,-0.03223011733148257,1,False
CR,3.76218664544647,92.43000030517578,274790.0,Short,0,2206,89.73999786376953,87.51000213623047,2207,2215,8,0.024849518393396042,5,True
ESAB,3.907594553612776,71.7300033569336,268160.0,Short,0,2206,71.16000366210938,67.94999694824219,2207,2217,10,0.04510970416906292,5,True
FLNC,3.705011242197858,27.6299991607666,858620.0,Short,0,2206,28.40999984741211,24.96999931335449,2207,2212,5,0.12108414475655033,5,True
GTLB,3.427747740846202,45.96500015258789,1187130.0,Short,0,2206,47.56999969482422,43.970001220703125,2207,2212,5,0.075677916695736,5,True
IOT,3.50291451375714,26.11000061035156,2182850.0,Short,0,2206,25.86000061035156,23.75,2207,2212,5,0.08159321579856971,5,True
KNF,3.939877800761044,44.18000030517578,328370.0,Short,0,2206,46.290000915527344,52.58000183105469,2207,2227,20,-0.13588249710786784,0,False
NXT,3.8045416618976646,41.72999954223633,1916860.0,Short,0,2206,40.880001068115234,37.400001525878906,2207,2217,10,0.08512718814360767,5,True
ODD,5.865705778812902,54.2599983215332,894010.0,Short,0,2206,50.63999938964844,45.310001373291016,2207,2216,9,0.1052527267100827,5,True
PHIN,3.9905980136771264,29.8799991607666,1178710.0,Short,0,2206,27.989999771118164,25.899999618530277,2207,2218,11,0.07466953089240394,5,True
RIVN,3.669082584018893,25.90999984741211,58137460.4,Short,0,2206,25.26000022888184,21.56999969482422,2207,2212,5,0.1460807799137919,5,True
SDRL,4.115976132481083,46.93999862670898,844630.0,Short,0,2206,46.84000015258789,50.209999084472656,2207,2227,20,-0.07194703076230828,2,False
SLRN,3.841042329074011,25.06999969482422,514800.0,Short,0,2206,24.46999931335449,27.1200008392334,2207,2227,20,-0.10829593789292315,1,False
SN,6.332438080970243,36.91999816894531,682450.0,Short,0,2206,26.899999618530277,36.09000015258789,2207,2227,20,-0.34163571243053137,0,False
TLN,4.178385782146511,53.375,137740.0,Short,0,2206,53.625,55.25,2207,2227,20,-0.030303030303030304,4,False
TLNE,4.178385782146511,53.375,137741.0,Short,0,2206,53.625,55.25,2207,2227,20,-0.030303030303030304,4,False
TPG,3.4957062920468807,29.09000015258789,465310.0,Short,0,2206,29.93000030517578,27.5,2207,2212,5,0.08118945139989064,5,True
UHAL-B,3.5797537681441187,55.77999877929688,265269.2,Short,0,2206,56.9900016784668,54.720001220703125,2207,2213,6,0.039831556253864316,5,True
VTMX,4.011814431852824,34.59000015258789,188280.0,Short,0,2206,34.099998474121094,36.84000015258789,2207,2227,20,-0.0803519589757817,2,False
VTS,3.465026536170294,23.459999084472656,335830.0,Short,0,2206,24.059999465942383,23.280000686645508,2207,2218,11,0.032418902602262545,5,True
VTYX,3.6746103877542273,36.68000030517578,435480.0,Short,0,2206,35.400001525878906,33.400001525878906,2207,2212,5,0.0564971727059931,5,True
SAIA,3.4101770274489955,425.1300048828125,704440.0,Short,0,2206,424.2699890136719,403.7200012207031,2207,2216,9,0.048436109847747294,5,True
SHBI,-3.006766239295444,11.350000381469728,161340.0,Long,0,2207,11.630000114440918,11.460000038146973,2208,2228,20,-0.014617375289864098,1,False
ACLX,3.79651638785757,33.86000061035156,405140.0,Short,0,2207,34.38999938964844,36.5,2208,2228,20,-0.06135506390810473,3,False
AESI,4.5261885580429455,20.979999542236328,460840.0,Short,0,2207,20.90999984741211,22.15999984741211,2208,2228,20,-0.05978001000103805,4,False
AIXI,6.082060175006434,73.62000274658203,116801.1,Short,0,2207,68.48999786376953,40.5,2208,2215,7,0.4086727805050194,5,True
AMLX,3.5882179671796512,22.549999237060547,1262310.0,Short,0,2207,22.0,20.979999542236328,2208,2213,5,0.046363657171075996,5,True
APGE,3.5255336743548984,21.1200008392334,156230.0,Short,0,2207,20.5,23.799999237060547,2208,2228,20,-0.16097557253953887,0,False
ATAT,4.479536366521657,21.0,444210.0,Short,0,2207,21.0,20.149999618530277,2208,2217,9,0.04047620864141538,5,True
ATMU,3.7604823565217744,23.209999084472656,294850.0,Short,0,2207,22.6299991607666,22.040000915527344,2208,2221,13,0.026071509815260255,5,True
BAM,4.211424700450655,32.33000183105469,849960.0,Short,0,2207,33.029998779296875,34.38999938964844,2208,2228,20,-0.041174709676465616,2,False
BJDX,5.421236371879216,66.4800033569336,405106.1,Short,0,2207,65.5199966430664,60.31999969482422,2208,2216,8,0.0793650368538667,5,True
BLCO,3.461161013746049,18.8700008392334,456250.0,Short,0,2207,18.690000534057617,18.06999969482422,2208,2222,14,0.03317286364457881,5,True
BRZE,4.657243616037,42.56999969482422,419140.0,Short,0,2207,40.93999862670898,40.68000030517578,2208,2221,13,0.006350716420483094,5,True
CAVA,5.861062434498225,55.68000030517578,1321520.0,Short,0,2207,52.959999084472656,47.84999847412109,2208,2213,5,0.09648792860062134,5,True
CEG,4.784107736811946,101.13999938964844,1848160.0,Short,0,2207,103.75,106.0500030517578,2208,2228,20,-0.022168704113328178,0,False
COCO,3.8042907909392696,24.489999771118164,862860.0,Short,0,2207,27.59000015258789,27.32999992370605,2208,2214,6,0.009423712484374595,5,True
CR,4.573317234938833,92.0999984741211,270520.0,Short,0,2207,91.4499969482422,89.1500015258789,2208,2213,5,0.025150306168572317,5,True
CRBG,4.035679723095265,19.479999542236328,1584700.0,Short,0,2207,19.65999984741211,18.3700008392334,2208,2213,5,0.0656154129293402,5,True
EE,4.098011643480123,21.239999771118164,122220.0,Short,0,2207,21.1299991607666,19.21999931335449,2208,2215,7,0.09039280280514775,5,True
ESAB,4.856629964434239,72.72000122070312,269830.0,Short,0,2207,72.83000183105469,71.33999633789062,2208,2213,5,0.020458677134465274,5,True
FLNC,4.646849939666378,28.36000061035156,860590.0,Short,0,2207,27.149999618530277,22.670000076293945,2208,2215,7,0.16500919356104393,5,True
FTRE,4.105076976133678,30.290000915527344,1200350.0,Short,0,2207,30.209999084472656,26.520000457763672,2208,2216,8,0.1221449433477663,5,True
GEHC,3.9644299509855454,76.0199966430664,3821510.0,Short,0,2207,75.58999633789062,71.80000305175781,2208,2213,5,0.050138820872425695,5,True
GFS,4.0628934628693925,59.65999984741211,1902240.0,Short,0,2207,59.150001525878906,55.95000076293945,2208,2215,7,0.05409975791022441,5,True
GPCR,4.048459393131679,31.71999931335449,364750.0,Short,0,2207,26.489999771118164,29.07999992370605,2208,2228,20,-0.09777275103685519,0,False
GTLB,4.381175792281938,47.04999923706055,1128750.0,Short,0,2207,47.400001525878906,45.77999877929688,2208,2213,5,0.034177272034422904,5,True
HCP,4.038487033206761,28.489999771118164,1526470.0,Short,0,2207,29.950000762939453,29.420000076293945,2208,2213,5,0.01769618274271759,5,True
INFA,4.621470899306839,21.3700008392334,441740.0,Short,0,2207,21.75,20.309999465942383,2208,2213,5,0.06620692110609734,5,True
IOT,4.398397706906232,26.739999771118164,2239990.0,Short,0,2207,25.290000915527344,24.1200008392334,2208,2213,5,0.04626334653770607,5,True
KNF,4.90315041089457,45.2400016784668,359680.0,Short,0,2207,47.54999923706055,49.400001525878906,2208,2228,20,-0.038906463059971294,0,False
KVUE,3.5909660738981684,23.989999771118164,14931300.0,Short,0,2207,23.540000915527344,23.26000022888184,2208,2214,6,0.011894676115361217,5,True
MBLY,3.8426851930073775,37.56999969482422,3012600.0,Short,0,2207,38.810001373291016,38.54999923706055,2208,2213,5,0.006699359109257899,5,True
MSGE,3.9997227165619766,33.560001373291016,266870.0,Short,0,2207,33.720001220703125,32.16999816894531,2208,2213,5,0.045966874129475255,5,True
NXT,4.549386373395444,41.13999938964844,1919870.0,Short,0,2207,40.7400016784668,36.630001068115234,2208,2218,10,0.1008836632553187,5,True
ODD,6.97015683398056,55.400001525878906,684580.0,Short,0,2207,52.38999938964844,43.68999862670898,2208,2214,6,0.16606224211291867,5,True
PHIN,4.535658262988791,28.84000015258789,1139560.0,Short,0,2207,28.51000022888184,26.84000015258789,2208,2215,7,0.058575940473061375,5,True
RIVN,4.567760487604962,26.5,53369110.0,Short,0,2207,24.280000686645508,20.780000686645508,2208,2214,6,0.14415156099748674,5,True
SDRL,5.001032165483815,47.0,867870.0,Short,0,2207,46.310001373291016,48.68999862670898,2208,2228,20,-0.051392726902198045,1,False
SKWD,3.883897483939047,23.559999465942383,219510.0,Short,0,2207,23.899999618530277,23.40999984741211,2208,2222,14,0.020502082800798807,5,True
SLRN,4.235385954902414,23.979999542236328,605970.0,Short,0,2207,24.25,26.34000015258789,2208,2228,20,-0.08618557330259342,0,False
SN,5.587708710444086,30.049999237060547,1280170.0,Short,0,2207,30.100000381469727,35.43000030517578,2208,2228,20,-0.17707640718128792,2,False
SVV,3.7893582096849214,23.549999237060547,363040.0,Short,0,2207,23.850000381469727,23.09000015258789,2208,2228,20,0.03186583717928653,4,False
TLN,5.07324556731512,53.75,127650.0,Short,0,2207,54.0,53.5,2208,2222,14,0.009259259259259259,5,True
TLNE,5.07324556731512,53.75,127650.4,Short,0,2207,54.0,53.5,2208,2222,14,0.009259259259259259,5,True
TPG,4.31362251993285,29.299999237060547,450100.0,Short,0,2207,29.790000915527344,27.280000686645508,2208,2213,5,0.08425646699371388,5,True
UHAL-B,4.528941382184575,56.970001220703125,253078.0,Short,0,2207,57.56999969482422,54.720001220703125,2208,2213,5,0.04950492425271492,5,True
VTMX,4.604623378580113,33.470001220703125,179140.0,Short,0,2207,34.25,36.220001220703125,2208,2228,20,-0.05751828381614964,2,False
VTS,4.324235456998354,24.049999237060547,339650.0,Short,0,2207,24.56999969482422,23.440000534057617,2208,2215,7,0.04599101240545155,5,True
VTYX,4.301088067201418,35.56999969482422,433740.0,Short,0,2207,32.970001220703125,29.799999237060547,2208,2216,8,0.0961480699506924,5,True
XCRT,4.360394357720904,0.1289999932050705,354512.4,Short,0,2207,0.0900000035762786,0.0799100026488304,2208,2221,13,0.11211111696119572,5,True
CAMT,3.63905598007144,47.20000076293945,451430.0,Short,0,2207,47.630001068115234,46.119998931884766,2208,2214,6,0.03170275251665496,5,True
ATBHF,3.538999008110606,0.0639500021934509,278340.6,Short,0,2207,0.1120499968528747,0.1583999991416931,2208,2228,20,-0.413654650518888,0,False
GASS,3.4290097579810253,5.0,286540.0,Short,0,2207,5.75,5.139999866485596,2208,2213,5,0.10608697974163553,5,True
BVFL,-3.7627752759563657,9.9399995803833,137270.0,Long,0,2208,9.920000076293944,9.949999809265137,2209,2229,20,0.0030241666069019744,1,False
ACLX,4.0373485828790985,34.95000076293945,413850.0,Short,0,2208,34.810001373291016,34.779998779296875,2209,2217,8,0.0008618958003592895,5,True
AESI,4.577547097648922,20.920000076293945,468210.0,Short,0,2208,20.850000381469727,22.63999938964844,2209,2229,20,-0.0858512698047508,3,False
AIXI,5.499263325429217,68.30999755859375,116087.7,Short,0,2208,66.95999908447266,38.52000045776367,2209,2216,7,0.42473116809381695,5,True
AMLX,3.662087210852529,22.5,1302080.0,Short,0,2208,21.709999084472656,21.0,2209,2214,5,0.03270378233136173,5,True
APGE,3.469193971425828,20.700000762939453,136710.0,Short,0,2208,21.459999084472656,23.670000076293945,2209,2229,20,-0.10298234324810998,0,False
ATAT,4.581333603091417,21.040000915527344,478110.0,Short,0,2208,21.030000686645508,20.149999618530277,2209,2217,8,0.041845032780909515,5,True
ATMU,3.568087689124656,22.280000686645508,310150.0,Short,0,2208,22.950000762939453,22.09000015258789,2209,2220,11,0.037472792233642305,5,True
BAM,4.371032635018873,32.900001525878906,899140.0,Short,0,2208,32.9900016784668,34.2400016784668,2209,2229,20,-0.037890267850937964,1,False
BJDX,5.112025751788812,63.68000030517578,409912.8,Short,0,2208,70.55999755859375,60.47999954223633,2209,2214,5,0.14285711968721213,5,True
BLCO,3.469324973985799,18.6299991607666,516270.0,Short,0,2208,18.600000381469727,18.229999542236328,2209,2223,14,0.019892517830376617,5,True
BRZE,4.494597762373024,41.34999847412109,436000.0,Short,0,2208,40.38999938964844,47.70000076293945,2209,2229,20,-0.1809854291595879,1,False
CAVA,5.521643344983247,53.43999862670898,1327600.0,Short,0,2208,50.5099983215332,46.38999938964844,2209,2214,5,0.08156798789930558,5,True
CEG,4.9342049427745405,103.94000244140624,1612410.0,Short,0,2208,104.80999755859376,106.63999938964844,2209,2229,20,-0.017460183891633195,2,False
COCO,3.901770841184717,24.57999992370605,890620.0,Short,0,2208,26.649999618530277,28.3700008392334,2209,2229,20,-0.06454038443989958,3,False
CR,4.441564837031362,89.73999786376953,271210.0,Short,0,2208,90.31999969482422,88.11000061035156,2209,2214,5,0.02446854619065394,5,True
CRBG,4.141379209970123,19.489999771118164,1758780.0,Short,0,2208,19.38999938964844,17.829999923706055,2209,2214,5,0.0804538171762506,5,True
EE,4.170272004791936,21.190000534057617,121930.0,Short,0,2208,21.5,19.21999931335449,2209,2215,6,0.1060465435649075,5,True
EMBC,3.433757266538979,21.43000030517578,539100.0,Short,0,2208,22.170000076293945,19.68000030517578,2209,2214,5,0.1123139270432698,5,True
ESAB,4.728158225580831,71.16000366210938,274320.0,Short,0,2208,72.0199966430664,70.48999786376953,2209,2214,5,0.02124408290213622,5,True
FG,5.3114591178384885,27.530000686645508,105400.0,Short,0,2208,28.1299991607666,27.989999771118164,2209,2222,13,0.004976871447749528,5,True
FLNC,4.7013897627691215,28.40999984741211,883940.0,Short,0,2208,27.6200008392334,22.670000076293945,2209,2215,6,0.1792179801786292,5,True
FTRE,4.041715654630213,29.770000457763672,1145820.0,Short,0,2208,30.6299991607666,27.100000381469727,2209,2215,6,0.11524645367337734,5,True
GEHC,3.986468912079488,75.9000015258789,3196740.0,Short,0,2208,73.93000030517578,70.54000091552734,2209,2214,5,0.0458541779474483,5,True
GFS,4.016004799351985,58.77000045776367,1486580.0,Short,0,2208,60.130001068115234,57.16999816894531,2209,2214,5,0.04922672287693513,5,True
GPCR,3.614336668345762,29.25,465860.0,Short,0,2208,30.0,27.299999237060547,2209,2214,5,0.0900000254313151,5,True
GTLB,4.475491592053044,47.56999969482422,1147860.0,Short,0,2208,45.45000076293945,45.40999984741211,2209,2215,6,0.000880108137643004,5,True
HCP,4.275661175319424,29.239999771118164,1571240.0,Short,0,2208,28.850000381469727,27.40999984741211,2209,2216,7,0.049913362738897064,5,True
INFA,4.843031850526451,21.71999931335449,501670.0,Short,0,2208,21.18000030517578,20.209999084472656,2209,2214,5,0.045797979543280964,5,True
IOT,4.213998537046829,25.86000061035156,2272560.0,Short,0,2208,24.670000076293945,23.649999618530277,2209,2214,5,0.04134578251354826,5,True
KNF,5.040864185971142,46.290000915527344,377010.0,Short,0,2208,51.5,49.61000061035156,2209,2215,6,0.03669901727472694,5,True
KVUE,3.538704054968394,23.530000686645508,15572640.0,Short,0,2208,23.3799991607666,22.93000030517578,2209,2215,6,0.01924717158869502,5,True
MBLY,3.927285497768742,37.810001373291016,3089160.0,Short,0,2208,38.61000061035156,38.09999847412109,2209,2214,5,0.013209068328627309,5,True
MSGE,3.9902475893580527,33.2599983215332,259230.0,Short,0,2208,32.849998474121094,30.82999992370605,2209,2215,6,0.06149158734379783,5,True
NXT,4.532741701031863,40.880001068115234,1918220.0,Short,0,2208,41.22999954223633,36.59999847412109,2209,2216,7,0.11229689836334422,5,True
ODD,6.144003631282857,50.63999938964844,643130.0,Short,0,2208,50.810001373291016,45.310001373291016,2209,2216,7,0.1082464052616844,5,True
PHIN,4.371063702576054,27.989999771118164,1038140.0,Short,0,2208,27.920000076293945,26.34000015258789,2209,2219,10,0.05659025499242697,5,True
RIVN,4.267558059067301,25.26000022888184,48629420.4,Short,0,2208,24.799999237060547,20.780000686645508,2209,2214,5,0.16209672072923478,5,True
RXO,3.6780631816200655,20.190000534057617,767290.0,Short,0,2208,19.850000381469727,19.21999931335449,2209,2215,6,0.03173808846388504,5,True
SDRL,4.97842509159146,46.84000015258789,861080.0,Short,0,2208,46.09000015258789,48.33000183105469,2209,2229,20,-0.04860060036994866,0,False
SKWD,3.957738629202864,23.559999465942383,222650.0,Short,0,2208,24.3799991607666,23.61000061035156,2209,2221,12,0.03158320660052192,5,True
SLRN,4.434837671002571,24.46999931335449,624980.0,Short,0,2208,24.559999465942383,26.88999938964844,2209,2229,20,-0.09486970579690339,1,False
SN,4.783200794509317,26.89999961853028,2064730.0,Short,0,2208,28.8700008392334,34.66999816894531,2209,2229,20,-0.20090049051297237,0,False
SVV,3.945224393833476,23.940000534057617,350160.0,Short,0,2208,23.190000534057617,23.18000030517578,2209,2229,20,0.000431230213520231,2,False
TLN,5.04301179121255,53.625,162230.0,Short,0,2208,55.0,54.0,2209,2216,7,0.01818181818181818,5,True
TLNE,5.04301179121255,53.625,162226.3,Short,0,2208,55.0,54.0,2209,2216,7,0.01818181818181818,5,True
TPG,4.514086826746465,29.93000030517578,464720.0,Short,0,2208,27.6200008392334,26.920000076293945,2209,2214,5,0.02534398050941123,5,True
UHAL-B,4.547316683368039,56.9900016784668,264103.3,Short,0,2208,55.93000030517578,53.7599983215332,2209,2214,5,0.03879853337747551,5,True
VTMX,4.736873397063683,34.099998474121094,180980.0,Short,0,2208,33.95000076293945,35.790000915527344,2209,2229,20,-0.054197352319251615,0,False
VTS,4.390896639342878,24.059999465942383,336450.0,Short,0,2208,24.809999465942383,23.440000534057617,2209,2215,6,0.05521962762495882,5,True
VTYX,4.311582274103344,35.400001525878906,435490.0,Short,0,2208,33.060001373291016,29.799999237060547,2209,2216,7,0.09860865096225331,5,True
DFH,3.5524992147485954,30.3799991607666,337710.0,Short,0,2208,30.489999771118164,29.040000915527344,2209,2214,5,0.04755653874961129,5,True
ATBHF,5.464585886577384,0.0908999964594841,522703.7,Short,0,2208,0.1518000066280365,0.130850002169609,2209,2229,20,0.13801056352890947,1,False
BVFL,-3.517427935938123,9.989999771118164,145830.0,Long,0,2209,9.90999984741211,9.979999542236328,2210,2230,20,0.0070635414633733245,3,False
ACLX,3.770217679385668,34.38999938964844,401480.0,Short,0,2209,34.560001373291016,35.720001220703125,2210,2230,20,-0.033564809065910264,3,False
AESI,4.404257417342507,20.90999984741211,416910.0,Short,0,2209,20.309999465942383,23.25,2210,2230,20,-0.14475630779743112,1,False
AIXI,5.20276223829046,68.48999786376953,103486.6,Short,0,2209,69.66000366210938,38.52000045776367,2210,2216,6,0.4470284462715854,5,True
ATAT,4.40030624871682,21.0,493770.0,Short,0,2209,21.15999984741211,20.149999618530277,2210,2217,7,0.04773158015903088,5,True
ATMU,3.535463825757337,22.6299991607666,272810.0,Short,0,2209,23.399999618530277,22.43000030517578,2210,2217,7,0.04145296278493786,5,True
BAM,4.201516571082509,33.029998779296875,857580.0,Short,0,2209,33.5,33.09000015258789,2210,2221,11,0.012238801415286847,5,True
BJDX,5.013684029249348,65.5199966430664,314321.6,Short,0,2209,66.4000015258789,60.31999969482422,2210,2216,6,0.09156629053216289,5,True
BRZE,4.223453177856076,40.93999862670898,461890.0,Short,0,2209,41.2599983215332,47.63999938964844,2210,2230,20,-0.15462921298243418,4,False
CAVA,5.158297298097704,52.959999084472656,1180000.0,Short,0,2209,48.060001373291016,43.11000061035156,2210,2217,7,0.10299626761330845,5,True
CEG,4.660794121518045,103.75,1680610.0,Short,0,2209,105.11000061035156,108.54000091552734,2210,2230,20,-0.03263248297268095,4,False
COCO,4.5513082008472505,27.59000015258789,1026360.0,Short,0,2209,26.46999931335449,28.549999237060547,2210,2230,20,-0.07857952314553589,1,False
CR,4.317755323673138,91.4499969482422,272540.0,Short,0,2209,89.61000061035156,84.27999877929688,2210,2217,7,0.05947998878195496,5,True
CRBG,4.081170638161727,19.65999984741211,1848140.0,Short,0,2209,18.450000762939453,17.899999618530273,2210,2215,5,0.029810358897868875,5,True
EE,4.004857224411043,21.1299991607666,122550.0,Short,0,2209,22.0,19.21999931335449,2210,2215,5,0.12636366757479597,5,True
ESAB,4.6154602452896185,72.83000183105469,275820.0,Short,0,2209,71.30000305175781,67.94999694824219,2210,2217,7,0.04698465582229782,5,True
FG,5.081217685381293,27.6200008392334,116430.0,Short,0,2209,27.100000381469727,26.270000457763672,2210,2230,20,0.030627303026666632,3,False
FLNC,4.177974842962403,27.14999961853028,946720.0,Short,0,2209,27.739999771118164,22.670000076293945,2210,2215,5,0.1827685557554658,5,True
