Security,Blocks_Appeared,Unique_Clusters,Stability_Score,Classification
CFSB,10,10,0.1,Volatile
CFSU,10,10,0.1,Volatile
CFTLF,10,10,0.1,Volatile
CFTN,10,9,0.1111111111111111,Volatile
CFWFF,10,10,0.1,Volatile
CFXTF,10,10,0.1,Volatile
CG,10,10,0.1,Volatile
CGA,10,9,0.1111111111111111,Volatile
CGAC,10,10,0.1,Volatile
CGAM,10,10,0.1,Volatile
CGASY,10,9,0.1111111111111111,Volatile
CGAU,10,9,0.1111111111111111,Volatile
CGBD,10,9,0.1111111111111111,Volatile
CGBS,10,10,0.1,Volatile
CGBSW,10,10,0.1,Volatile
CGC,10,8,0.125,Volatile
CGCO,10,8,0.125,Volatile
CGEAF,10,9,0.1111111111111111,Volatile
CGECF,10,9,0.1111111111111111,Volatile
CGEGF,10,10,0.1,Volatile
CGEI,10,10,0.1,Volatile
CGEM,10,10,0.1,Volatile
CGEMY,10,9,0.1111111111111111,Volatile
CGEN,10,9,0.1111111111111111,Volatile
CGFEF,10,9,0.1111111111111111,Volatile
CGGGF,10,10,0.1,Volatile
CGGYD,10,10,0.1,Volatile
CGHC,10,9,0.1111111111111111,Volatile
CGHLY,10,10,0.1,Volatile
CGHOF,10,10,0.1,Volatile
CGIFF,10,10,0.1,Volatile
CGIP,10,8,0.125,Volatile
CGIUF,10,10,0.1,Volatile
CGJTF,10,10,0.1,Volatile
CGKEY,10,10,0.1,Volatile
CGLCF,10,10,0.1,Volatile
CGLD,10,10,0.1,Volatile
CGLO,10,9,0.1111111111111111,Volatile
CGMLF,10,9,0.1111111111111111,Volatile
CGNH,10,10,0.1,Volatile
CGNMF,10,10,0.1,Volatile
CGNSF,10,10,0.1,Volatile
CGNT,10,10,0.1,Volatile
CGNWF,10,10,0.1,Volatile
CGNX,10,9,0.1111111111111111,Volatile
CGON,10,10,0.1,Volatile
CGPVD,10,10,0.1,Volatile
CGPZF,10,8,0.125,Volatile
CGRA,10,8,0.125,Volatile
CGRIF,10,10,0.1,Volatile
CGROF,10,10,0.1,Volatile
CGSHY,10,10,0.1,Volatile
CGSI,10,10,0.1,Volatile
CGTRF,10,10,0.1,Volatile
CGTX,10,10,0.1,Volatile
CGUD,10,9,0.1111111111111111,Volatile
CGXEF,10,10,0.1,Volatile
CGYV,10,10,0.1,Volatile
CHAEF,10,10,0.1,Volatile
CHAG,10,9,0.1111111111111111,Volatile
CHALF,10,10,0.1,Volatile
CHAM,10,10,0.1,Volatile
CHBAY,10,10,0.1,Volatile
CHBGF,10,10,0.1,Volatile
CHBH,10,9,0.1111111111111111,Volatile
CHBOF,10,10,0.1,Volatile
CHBRF,10,10,0.1,Volatile
CHCC,10,10,0.1,Volatile
CHCI,10,9,0.1111111111111111,Volatile
CHCJY,10,10,0.1,Volatile
CHCLF,10,10,0.1,Volatile
CHCLY,10,9,0.1111111111111111,Volatile
CHCO,10,10,0.1,Volatile
CHCT,10,10,0.1,Volatile
CHCX,10,10,0.1,Volatile
CHD,10,9,0.1111111111111111,Volatile
CHDHF,10,10,0.1,Volatile
CHDN,10,10,0.1,Volatile
CHDRF,10,8,0.125,Volatile
CHDRY,10,10,0.1,Volatile
CHE,10,10,0.1,Volatile
CHEAF,10,10,0.1,Volatile
CHEB,10,10,0.1,Volatile
CHEF,10,10,0.1,Volatile
CHEK,10,10,0.1,Volatile
CHELF,10,10,0.1,Volatile
CHEOF,10,8,0.125,Volatile
CHEOY,10,10,0.1,Volatile
CHEV,10,10,0.1,Volatile
CHFFY,10,9,0.1111111111111111,Volatile
CHFHF,10,10,0.1,Volatile
CHFI,10,9,0.1111111111111111,Volatile
CHFLF,10,10,0.1,Volatile
CHGCF,10,9,0.1111111111111111,Volatile
CHGCY,10,9,0.1111111111111111,Volatile
CHGG,10,8,0.125,Volatile
CHGI,10,8,0.125,Volatile
CHGS,10,8,0.125,Volatile
CHH,10,9,0.1111111111111111,Volatile
CHHCF,10,9,0.1111111111111111,Volatile
CHHE,10,10,0.1,Volatile
CHHGF,10,10,0.1,Volatile
CHHHF,10,10,0.1,Volatile
CHHL,10,9,0.1111111111111111,Volatile
CHHQF,10,10,0.1,Volatile
CHHQY,10,10,0.1,Volatile
CHHYF,10,10,0.1,Volatile
CHIF,10,9,0.1111111111111111,Volatile
CHIT,10,10,0.1,Volatile
CHJI,10,10,0.1,Volatile
CHJTF,10,8,0.125,Volatile
CHKEL,10,10,0.1,Volatile
CHKEW,10,10,0.1,Volatile
CHKEZ,10,10,0.1,Volatile
CHKIF,10,9,0.1111111111111111,Volatile
CHKKF,10,10,0.1,Volatile
CHKMF,10,10,0.1,Volatile
CHKP,10,10,0.1,Volatile
CHKR,10,10,0.1,Volatile
CHLLF,10,9,0.1111111111111111,Volatile
CHLSY,10,10,0.1,Volatile
CHLWF,10,10,0.1,Volatile
CHME,10,10,0.1,Volatile
CHMG,10,9,0.1111111111111111,Volatile
CHMI,10,9,0.1111111111111111,Volatile
CHMJF,10,10,0.1,Volatile
CHMMF,10,10,0.1,Volatile
CHMN,10,9,0.1111111111111111,Volatile
CHMP,10,10,0.1,Volatile
CHMX,10,10,0.1,Volatile
CHNGQ,10,8,0.125,Volatile
CHNO,10,10,0.1,Volatile
CHNR,10,10,0.1,Volatile
CHNSF,10,10,0.1,Volatile
CHNTF,10,10,0.1,Volatile
CHNUF,10,8,0.125,Volatile
CHNVF,10,10,0.1,Volatile
CHNXF,10,10,0.1,Volatile
CHOOF,10,10,0.1,Volatile
CHPGF,10,10,0.1,Volatile
CHPT,10,10,0.1,Volatile
CHR,10,10,0.1,Volatile
CHRB,10,10,0.1,Volatile
CHRD,10,10,0.1,Volatile
CHRHF,10,10,0.1,Volatile
CHRO,10,10,0.1,Volatile
CHRRF,10,10,0.1,Volatile
CHRS,10,10,0.1,Volatile
CHRUF,10,9,0.1111111111111111,Volatile
CHRW,10,9,0.1111111111111111,Volatile
CHRYY,10,10,0.1,Volatile
CHSH,10,10,0.1,Volatile
CHSN,10,10,0.1,Volatile
CHSTF,10,10,0.1,Volatile
CHSTY,10,10,0.1,Volatile
CHT,10,10,0.1,Volatile
CHTH,10,10,0.1,Volatile
CHTM,10,8,0.125,Volatile
CHTR,10,10,0.1,Volatile
CHUC,10,9,0.1111111111111111,Volatile
CHUEF,10,9,0.1111111111111111,Volatile
CHUY,10,9,0.1111111111111111,Volatile
CHVKF,10,10,0.1,Volatile
CHVKY,10,9,0.1111111111111111,Volatile
CHWE,10,9,0.1111111111111111,Volatile
CHWRF,10,10,0.1,Volatile
CHWTF,10,10,0.1,Volatile
CHWWF,10,9,0.1111111111111111,Volatile
CHWY,10,10,0.1,Volatile
CHX,10,10,0.1,Volatile
CHXMF,10,10,0.1,Volatile
CHYCF,10,9,0.1111111111111111,Volatile
CHYCY,10,9,0.1111111111111111,Volatile
CHYI,10,10,0.1,Volatile
CHYL,10,9,0.1111111111111111,Volatile
CHYMF,10,10,0.1,Volatile
CHYYY,10,10,0.1,Volatile
CHZQ,10,10,0.1,Volatile
CI,10,10,0.1,Volatile
CIA,10,9,0.1111111111111111,Volatile
CIADF,10,10,0.1,Volatile
CIADY,10,10,0.1,Volatile
CIAFF,10,10,0.1,Volatile
CIB,10,10,0.1,Volatile
CIBEY,10,10,0.1,Volatile
CIBH,10,10,0.1,Volatile
CIBN,10,10,0.1,Volatile
CIBY,10,8,0.125,Volatile
CICHF,10,9,0.1111111111111111,Volatile
CICHY,10,9,0.1111111111111111,Volatile
CICN,10,10,0.1,Volatile
CICOF,10,10,0.1,Volatile
CICOY,10,10,0.1,Volatile
CIEN,10,10,0.1,Volatile
CIERF,10,10,0.1,Volatile
CIFR,10,10,0.1,Volatile
CIFRW,10,10,0.1,Volatile
CIG,10,10,0.1,Volatile
CIG-C,10,10,0.1,Volatile
CIGI,10,10,0.1,Volatile
CIHHF,10,9,0.1111111111111111,Volatile
CIHKY,10,10,0.1,Volatile
CIHPF,10,8,0.125,Volatile
CIIHY,10,9,0.1111111111111111,Volatile
CIIT,10,10,0.1,Volatile
CILJF,10,9,0.1111111111111111,Volatile
CIM,10,10,0.1,Volatile
CIMEF,10,9,0.1111111111111111,Volatile
CIMN,10,10,0.1,Volatile
CIMO,10,10,0.1,Volatile
CIND,10,10,0.1,Volatile
CINF,10,9,0.1111111111111111,Volatile
CING,10,10,0.1,Volatile
CINGF,10,10,0.1,Volatile
CINGW,10,10,0.1,Volatile
CINT,10,10,0.1,Volatile
CIO,10,9,0.1111111111111111,Volatile
CION,10,10,0.1,Volatile
CIPI,10,9,0.1111111111111111,Volatile
CIRX,10,9,0.1111111111111111,Volatile
CISCF,10,10,0.1,Volatile
CISO,10,10,0.1,Volatile
CISS,10,10,0.1,Volatile
CISXF,10,10,0.1,Volatile
CITAY,10,10,0.1,Volatile
CITE,10,10,0.1,Volatile
CITEW,10,10,0.1,Volatile
CITLF,10,10,0.1,Volatile
CITZ,10,10,0.1,Volatile
CIVB,10,10,0.1,Volatile
CIVI,10,10,0.1,Volatile
CIVII,10,10,0.1,Volatile
CIVIW,10,10,0.1,Volatile
CIVX,10,10,0.1,Volatile
CIWT,10,9,0.1111111111111111,Volatile
CIWV,10,9,0.1111111111111111,Volatile
CIX,10,10,0.1,Volatile
CIXPF,10,8,0.125,Volatile
CIXXF,10,10,0.1,Volatile
CIZN,10,9,0.1111111111111111,Volatile
CJAX,10,10,0.1,Volatile
CJCFF,10,9,0.1111111111111111,Volatile
CJET,10,10,0.1,Volatile
CJEWY,10,9,0.1111111111111111,Volatile
CJIMF,10,9,0.1111111111111111,Volatile
CJJD,10,10,0.1,Volatile
CJNHF,10,10,0.1,Volatile
CJPRY,10,9,0.1111111111111111,Volatile
CJRCF,10,10,0.1,Volatile
CJREF,10,9,0.1111111111111111,Volatile
CKALF,10,10,0.1,Volatile
CKDXF,10,10,0.1,Volatile
CKEFF,10,10,0.1,Volatile
CKGDF,10,9,0.1111111111111111,Volatile
CKHGY,10,10,0.1,Volatile
CKHUF,10,10,0.1,Volatile
CKHUY,10,9,0.1111111111111111,Volatile
CKISY,10,9,0.1111111111111111,Volatile
CKNHF,10,10,0.1,Volatile
CKNQP,10,9,0.1111111111111111,Volatile
CKPDY,10,9,0.1111111111111111,Volatile
CKPT,10,10,0.1,Volatile
CKSNY,10,10,0.1,Volatile
CKX,10,10,0.1,Volatile
CL,10,9,0.1111111111111111,Volatile
CLABF,10,10,0.1,Volatile
CLAD,10,10,0.1,Volatile
CLAR,10,9,0.1111111111111111,Volatile
CLAZF,10,9,0.1111111111111111,Volatile
CLB,10,10,0.1,Volatile
CLBEY,10,10,0.1,Volatile
CLBK,10,9,0.1111111111111111,Volatile
CLBR,10,10,0.1,Volatile
CLBR-WT,10,10,0.1,Volatile
CLBT,10,10,0.1,Volatile
CLCFF,10,10,0.1,Volatile
CLCGY,10,8,0.125,Volatile
CLCL,10,10,0.1,Volatile
CLCMF,10,10,0.1,Volatile
CLCO,10,10,0.1,Volatile
CLCS,10,8,0.125,Volatile
CLDHF,10,9,0.1111111111111111,Volatile
CLDI,10,10,0.1,Volatile
CLDT,10,10,0.1,Volatile
CLDVF,10,10,0.1,Volatile
CLDWW,10,10,0.1,Volatile
CLDX,10,10,0.1,Volatile
CLEU,10,10,0.1,Volatile
CLEV,10,10,0.1,Volatile
CLF,10,10,0.1,Volatile
CLFD,10,10,0.1,Volatile
CLGCF,10,10,0.1,Volatile
CLGN,10,9,0.1111111111111111,Volatile
CLGOF,10,10,0.1,Volatile
CLGPF,10,9,0.1111111111111111,Volatile
CLH,10,10,0.1,Volatile
CLHI,10,10,0.1,Volatile
CLHLF,10,10,0.1,Volatile
CLIFF,10,9,0.1111111111111111,Volatile
CLIHF,10,10,0.1,Volatile
CLIK,10,10,0.1,Volatile
CLILF,10,10,0.1,Volatile
CLIR,10,9,0.1111111111111111,Volatile
CLIRF,10,9,0.1111111111111111,Volatile
CLIS,10,9,0.1111111111111111,Volatile
CLKFF,10,8,0.125,Volatile
CLKTF,10,10,0.1,Volatile
CLKXF,10,10,0.1,Volatile
CLLEF,10,10,0.1,Volatile
CLLFF,10,10,0.1,Volatile
CLLKF,10,10,0.1,Volatile
CLLMF,10,10,0.1,Volatile
CLLNY,10,9,0.1111111111111111,Volatile
CLLS,10,9,0.1111111111111111,Volatile
CLLXF,10,10,0.1,Volatile
CLMB,10,9,0.1111111111111111,Volatile
CLMEF,10,10,0.1,Volatile
CLMHF,10,10,0.1,Volatile
CLMOF,10,10,0.1,Volatile
CLMPF,10,10,0.1,Volatile
CLMT,10,9,0.1111111111111111,Volatile
CLNE,10,9,0.1111111111111111,Volatile
CLNFF,10,10,0.1,Volatile
CLNN,10,10,0.1,Volatile
CLNNW,10,10,0.1,Volatile
CLNV,10,10,0.1,Volatile
CLNXF,10,9,0.1111111111111111,Volatile
CLOE,10,10,0.1,Volatile
CLOEF,10,10,0.1,Volatile
CLOER,10,10,0.1,Volatile
CLOQ,10,8,0.125,Volatile
CLOV,10,10,0.1,Volatile
CLOW,10,9,0.1111111111111111,Volatile
CLPBF,10,10,0.1,Volatile
CLPBY,10,10,0.1,Volatile
CLPE,10,9,0.1111111111111111,Volatile
CLPHF,10,10,0.1,Volatile
CLPHY,10,10,0.1,Volatile
CLPIF,10,10,0.1,Volatile
CLPMF,10,10,0.1,Volatile
CLPR,10,10,0.1,Volatile
CLPS,10,9,0.1111111111111111,Volatile
CLPT,10,10,0.1,Volatile
CLPXY,10,9,0.1111111111111111,Volatile
CLQDF,10,10,0.1,Volatile
CLRB,10,10,0.1,Volatile
CLRC,10,10,0.1,Volatile
CLRCR,10,10,0.1,Volatile
CLRD,10,10,0.1,Volatile
CLRI,10,10,0.1,Volatile
CLRMF,10,10,0.1,Volatile
CLRN,10,9,0.1111111111111111,Volatile
CLRO,10,9,0.1111111111111111,Volatile
CLRPF,10,10,0.1,Volatile
CLRSF,10,10,0.1,Volatile
CLRYF,10,9,0.1111111111111111,Volatile
CLS,10,9,0.1111111111111111,Volatile
CLSD,10,10,0.1,Volatile
CLSH,10,9,0.1111111111111111,Volatile
CLSK,10,10,0.1,Volatile
CLSPF,10,10,0.1,Volatile
CLST,10,10,0.1,Volatile
CLSZF,10,10,0.1,Volatile
CLTFF,10,9,0.1111111111111111,Volatile
CLTH,10,9,0.1111111111111111,Volatile
CLTS,10,8,0.125,Volatile
CLTY,10,7,0.14285714285714285,Volatile
CLVFA,10,10,0.1,Volatile
CLVLY,10,9,0.1111111111111111,Volatile
CLVR,10,10,0.1,Volatile
CLVRW,10,10,0.1,Volatile
CLVSF,10,10,0.1,Volatile
CLVT,10,10,0.1,Volatile
CLW,10,10,0.1,Volatile
CLWT,10,10,0.1,Volatile
CLWY,10,9,0.1111111111111111,Volatile
CLX,10,9,0.1111111111111111,Volatile
CLXLF,10,10,0.1,Volatile
CLYM,10,10,0.1,Volatile
CLYYF,10,10,0.1,Volatile
CLZNF,10,10,0.1,Volatile
CLZNY,10,10,0.1,Volatile
CM,10,9,0.1111111111111111,Volatile
CMA,10,9,0.1111111111111111,Volatile
CMAKY,10,9,0.1111111111111111,Volatile
CMAUF,10,8,0.125,Volatile
CMAX,10,10,0.1,Volatile
CMAXW,10,10,0.1,Volatile
CMBM,10,9,0.1111111111111111,Volatile
CMBNF,10,10,0.1,Volatile
CMBT,10,10,0.1,Volatile
CMBXF,10,9,0.1111111111111111,Volatile
CMC,10,10,0.1,Volatile
CMCAW,10,10,0.1,Volatile
CMCL,10,10,0.1,Volatile
CMCLF,10,10,0.1,Volatile
CMCM,10,10,0.1,Volatile
CMCO,10,9,0.1111111111111111,Volatile
CMCSA,10,9,0.1111111111111111,Volatile
CMCT,10,8,0.125,Volatile
CMCXF,10,9,0.1111111111111111,Volatile
CMCZ,10,9,0.1111111111111111,Volatile
CMDKF,10,9,0.1111111111111111,Volatile
CMDRF,10,9,0.1111111111111111,Volatile
CMDXF,10,10,0.1,Volatile
CME,10,10,0.1,Volatile
CMEIF,10,10,0.1,Volatile
CMFO,10,10,0.1,Volatile
CMFV,10,8,0.125,Volatile
CMG,10,10,0.1,Volatile
CMGGF,10,10,0.1,Volatile
CMGHF,10,8,0.125,Volatile
CMGHY,10,10,0.1,Volatile
CMGMF,10,9,0.1111111111111111,Volatile
CMGMY,10,10,0.1,Volatile
CMGO,10,10,0.1,Volatile
CMGR,10,9,0.1111111111111111,Volatile
CMHF,10,10,0.1,Volatile
CMHHF,10,10,0.1,Volatile
CMHHY,10,9,0.1111111111111111,Volatile
CMHSF,10,10,0.1,Volatile
CMHZ,10,9,0.1111111111111111,Volatile
CMI,10,9,0.1111111111111111,Volatile
CMILF,10,10,0.1,Volatile
CMIM,10,10,0.1,Volatile
CMLGF,10,9,0.1111111111111111,Volatile
CMLS,10,10,0.1,Volatile
CMMB,10,9,0.1111111111111111,Volatile
CMMCF,10,10,0.1,Volatile
CMND,10,10,0.1,Volatile
CMNR,10,8,0.125,Volatile
CMNT,10,10,0.1,Volatile
CMOPF,10,9,0.1111111111111111,Volatile
CMOT,10,10,0.1,Volatile
CMP,10,10,0.1,Volatile
CMPD,10,9,0.1111111111111111,Volatile
CMPGF,10,10,0.1,Volatile
CMPGY,10,10,0.1,Volatile
CMPO,10,10,0.1,Volatile
CMPOW,10,10,0.1,Volatile
CMPR,10,10,0.1,Volatile
CMPRF,10,10,0.1,Volatile
CMPS,10,10,0.1,Volatile
CMPUY,10,10,0.1,Volatile
CMPVF,10,9,0.1111111111111111,Volatile
CMPX,10,10,0.1,Volatile
CMPY,10,10,0.1,Volatile
CMRB,10,10,0.1,Volatile
CMRE,10,7,0.14285714285714285,Volatile
CMRX,10,9,0.1111111111111111,Volatile
CMRZF,10,10,0.1,Volatile
CMS,10,10,0.1,Volatile
CMSA,10,10,0.1,Volatile
CMSC,10,9,0.1111111111111111,Volatile
CMSD,10,10,0.1,Volatile
CMSQF,10,9,0.1111111111111111,Volatile
CMSQY,10,9,0.1111111111111111,Volatile
CMT,10,8,0.125,Volatile
CMTDF,10,10,0.1,Volatile
CMTG,10,10,0.1,Volatile
CMTL,10,8,0.125,Volatile
CMTNF,10,10,0.1,Volatile
CMTOY,10,9,0.1111111111111111,Volatile
CMTSY,10,10,0.1,Volatile
CMTUF,10,10,0.1,Volatile
CMTV,10,10,0.1,Volatile
CMTX,10,10,0.1,Volatile
CMU,10,9,0.1111111111111111,Volatile
CMUV,10,10,0.1,Volatile
CMVLF,10,9,0.1111111111111111,Volatile
CMWAY,10,10,0.1,Volatile
CMWCF,10,10,0.1,Volatile
CMXC,10,10,0.1,Volatile
CMXHF,10,9,0.1111111111111111,Volatile
CNA,10,9,0.1111111111111111,Volatile
CNADF,10,10,0.1,Volatile
CNAF,10,9,0.1111111111111111,Volatile
CNAUF,10,10,0.1,Volatile
CNBB,10,10,0.1,Volatile
CNBI,10,10,0.1,Volatile
CNBL,10,9,0.1111111111111111,Volatile
CNBN,10,10,0.1,Volatile
CNBP,10,10,0.1,Volatile
CNBW,10,9,0.1111111111111111,Volatile
CNBX,10,10,0.1,Volatile
CNBZ,10,8,0.125,Volatile
CNC,10,10,0.1,Volatile
CNCOF,10,10,0.1,Volatile
CNCSF,10,10,0.1,Volatile
CNCT,10,9,0.1111111111111111,Volatile
CNDA,10,10,0.1,Volatile
CNDA-UN,10,10,0.1,Volatile
CNDCF,10,9,0.1111111111111111,Volatile
CNDGF,10,10,0.1,Volatile
CNDHF,10,10,0.1,Volatile
CNDL,10,9,0.1111111111111111,Volatile
CNDT,10,10,0.1,Volatile
CNECF,10,10,0.1,Volatile
CNENF,10,10,0.1,Volatile
CNER,10,10,0.1,Volatile
CNET,10,10,0.1,Volatile
CNEY,10,10,0.1,Volatile
CNF,10,10,0.1,Volatile
CNFHF,10,10,0.1,Volatile
CNFN,10,10,0.1,Volatile
CNFR,10,8,0.125,Volatile
CNGA,10,10,0.1,Volatile
CNGGF,10,10,0.1,Volatile
CNGKY,10,10,0.1,Volatile
CNGL,10,10,0.1,Volatile
CNGO,10,9,0.1111111111111111,Volatile
CNGT,10,9,0.1111111111111111,Volatile
CNH,10,9,0.1111111111111111,Volatile
CNHC,10,8,0.125,Volatile
CNHHY,10,10,0.1,Volatile
CNI,10,10,0.1,Volatile
CNICF,10,10,0.1,Volatile
CNIKF,10,10,0.1,Volatile
CNK,10,9,0.1111111111111111,Volatile
CNLFF,10,10,0.1,Volatile
CNLHN,10,9,0.1111111111111111,Volatile
CNLHO,10,9,0.1111111111111111,Volatile
CNLHP,10,9,0.1111111111111111,Volatile
CNLK,10,10,0.1,Volatile
CNLLF,10,9,0.1111111111111111,Volatile
CNLPL,10,10,0.1,Volatile
CNLPM,10,10,0.1,Volatile
CNLTL,10,9,0.1111111111111111,Volatile
CNLTN,10,10,0.1,Volatile
CNLTP,10,9,0.1111111111111111,Volatile
CNM,10,10,0.1,Volatile
CNMD,10,10,0.1,Volatile
CNMTF,10,9,0.1111111111111111,Volatile
CNMVF,10,10,0.1,Volatile
CNMXF,10,9,0.1111111111111111,Volatile
CNNA,10,10,0.1,Volatile
CNNC,10,10,0.1,Volatile
CNND,10,10,0.1,Volatile
CNNE,10,9,0.1111111111111111,Volatile
CNNEF,10,9,0.1111111111111111,Volatile
CNNN,10,10,0.1,Volatile
CNNRF,10,10,0.1,Volatile
CNNXF,10,10,0.1,Volatile
CNO,10,9,0.1111111111111111,Volatile
CNOB,10,10,0.1,Volatile
CNOBF,10,10,0.1,Volatile
CNONF,10,10,0.1,Volatile
CNP,10,10,0.1,Volatile
CNPOF,10,10,0.1,Volatile
CNPRF,10,9,0.1111111111111111,Volatile
CNPTF,10,10,0.1,Volatile
CNPWM,10,8,0.125,Volatile
CNPWP,10,9,0.1111111111111111,Volatile
CNQ,10,10,0.1,Volatile
CNQQF,10,10,0.1,Volatile
CNRAF,10,8,0.125,Volatile
CNRCF,10,10,0.1,Volatile
CNRD,10,8,0.125,Volatile
CNRFF,10,9,0.1111111111111111,Volatile
CNRIF,10,8,0.125,Volatile
CNRSF,10,10,0.1,Volatile
CNS,10,10,0.1,Volatile
CNSL,10,10,0.1,Volatile
CNSP,10,10,0.1,Volatile
CNSRF,10,10,0.1,Volatile
CNSUF,10,10,0.1,Volatile
CNSWF,10,10,0.1,Volatile
CNTA,10,10,0.1,Volatile
CNTB,10,10,0.1,Volatile
CNTG,10,10,0.1,Volatile
CNTGF,10,10,0.1,Volatile
CNTHN,10,9,0.1111111111111111,Volatile
CNTHO,10,10,0.1,Volatile
CNTHP,10,10,0.1,Volatile
CNTM,10,10,0.1,Volatile
CNTMF,10,10,0.1,Volatile
CNTO,10,9,0.1111111111111111,Volatile
CNTRF,10,10,0.1,Volatile
CNTTQ,10,9,0.1111111111111111,Volatile
CNTX,10,10,0.1,Volatile
CNTY,10,9,0.1111111111111111,Volatile
CNUCF,10,10,0.1,Volatile
CNUN,10,10,0.1,Volatile
CNVAF,10,9,0.1111111111111111,Volatile
CNVCD,10,10,0.1,Volatile
CNVCF,10,10,0.1,Volatile
CNVEF,10,10,0.1,Volatile
CNVS,10,9,0.1111111111111111,Volatile
CNVT,10,10,0.1,Volatile
CNVVF,10,10,0.1,Volatile
CNVVY,10,10,0.1,Volatile
CNWHF,10,10,0.1,Volatile
CNWT,10,10,0.1,Volatile
CNX,10,10,0.1,Volatile
CNXC,10,10,0.1,Volatile
CNXN,10,10,0.1,Volatile
CNXS,10,9,0.1111111111111111,Volatile
CNXX,10,10,0.1,Volatile
CNXXW,10,10,0.1,Volatile
COBA,10,10,0.1,Volatile
COBJF,10,10,0.1,Volatile
COCCF,10,10,0.1,Volatile
COCH,10,10,0.1,Volatile
COCHW,10,10,0.1,Volatile
COCM,10,10,0.1,Volatile
COCO,10,10,0.1,Volatile
COCP,10,9,0.1111111111111111,Volatile
COCSF,10,9,0.1111111111111111,Volatile
COCXF,10,10,0.1,Volatile
CODA,10,10,0.1,Volatile
CODGF,10,10,0.1,Volatile
CODI,10,10,0.1,Volatile
CODMF,10,10,0.1,Volatile
CODQL,10,10,0.1,Volatile
CODX,10,10,0.1,Volatile
CODYY,10,10,0.1,Volatile
COE,10,9,0.1111111111111111,Volatile
COEP,10,10,0.1,Volatile
COEPW,10,10,0.1,Volatile
COF,10,10,0.1,Volatile
COFAF,10,10,0.1,Volatile
COFE,10,9,0.1111111111111111,Volatile
COFS,10,10,0.1,Volatile
COGDF,10,10,0.1,Volatile
COGNY,10,9,0.1111111111111111,Volatile
COGQF,10,10,0.1,Volatile
COGT,10,9,0.1111111111111111,Volatile
COGZF,10,10,0.1,Volatile
COHG,10,10,0.1,Volatile
COHN,10,10,0.1,Volatile
COHR,10,9,0.1111111111111111,Volatile
COHU,10,8,0.125,Volatile
COIHF,10,8,0.125,Volatile
COIHY,10,10,0.1,Volatile
COIN,10,10,0.1,Volatile
COKE,10,9,0.1111111111111111,Volatile
COLB,10,10,0.1,Volatile
COLCF,10,10,0.1,Volatile
COLD,10,9,0.1111111111111111,Volatile
COLDF,10,10,0.1,Volatile
COLFF,10,8,0.125,Volatile
COLL,10,10,0.1,Volatile
COLM,10,10,0.1,Volatile
COLRF,10,10,0.1,Volatile
COLZF,10,9,0.1111111111111111,Volatile
COMCF,10,9,0.1111111111111111,Volatile
COMM,10,9,0.1111111111111111,Volatile
COMP,10,10,0.1,Volatile
COMS,10,10,0.1,Volatile
CON,10,10,0.1,Volatile
CONC,10,8,0.125,Volatile
CONNQ,10,10,0.1,Volatile
CONXF,10,10,0.1,Volatile
COO,10,10,0.1,Volatile
COOK,10,10,0.1,Volatile
COOP,10,10,0.1,Volatile
COOSF,10,10,0.1,Volatile
COOT,10,10,0.1,Volatile
COOTW,10,10,0.1,Volatile
COP,10,10,0.1,Volatile
COPAF,10,10,0.1,Volatile
COPHF,10,10,0.1,Volatile
COPJF,10,10,0.1,Volatile
COPR,10,9,0.1111111111111111,Volatile
COR,10,8,0.125,Volatile
CORBF,10,9,0.1111111111111111,Volatile
CORFX,10,10,0.1,Volatile
CORG,10,9,0.1111111111111111,Volatile
CORT,10,10,0.1,Volatile
CORZ,10,10,0.1,Volatile
CORZR,10,10,0.1,Volatile
CORZW,10,10,0.1,Volatile
CORZZ,10,10,0.1,Volatile
COSAF,10,10,0.1,Volatile
COSG,10,10,0.1,Volatile
COSLF,10,10,0.1,Volatile
COSM,10,9,0.1111111111111111,Volatile
COSO,10,10,0.1,Volatile
COST,10,10,0.1,Volatile
COTI,10,10,0.1,Volatile
COTY,10,9,0.1111111111111111,Volatile
COUR,10,10,0.1,Volatile
COUTF,10,10,0.1,Volatile
COUV,10,10,0.1,Volatile
COVCF,10,10,0.1,Volatile
COVTY,10,10,0.1,Volatile
COWI,10,10,0.1,Volatile
COWPP,10,9,0.1111111111111111,Volatile
COYA,10,10,0.1,Volatile
COYJF,10,10,0.1,Volatile
CP,10,10,0.1,Volatile
CPA,10,9,0.1111111111111111,Volatile
CPAC,10,10,0.1,Volatile
CPADF,10,10,0.1,Volatile
CPAMF,10,9,0.1111111111111111,Volatile
CPAY,10,10,0.1,Volatile
CPB,10,9,0.1111111111111111,Volatile
CPBI,10,10,0.1,Volatile
CPBLF,10,10,0.1,Volatile
CPCAY,10,10,0.1,Volatile
CPCPF,10,10,0.1,Volatile
CPEFF,10,10,0.1,Volatile
CPF,10,10,0.1,Volatile
CPFXF,10,10,0.1,Volatile
CPHC,10,9,0.1111111111111111,Volatile
CPHI,10,9,0.1111111111111111,Volatile
CPHRF,10,9,0.1111111111111111,Volatile
CPIHF,10,10,0.1,Volatile
CPIVF,10,10,0.1,Volatile
CPIX,10,10,0.1,Volatile
CPK,10,9,0.1111111111111111,Volatile
CPKF,10,8,0.125,Volatile
CPKOF,10,10,0.1,Volatile
CPMD,10,10,0.1,Volatile
